"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","m5fbt_b14_fixed_r200","discovery_model1","Independent M5 failed-breakout discovery Model1","older_2015_2017","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\011_m5fbt_b14_fixed_r200_older_2015_2017_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\011_m5fbt_b14_fixed_r200_older_2015_2017_m1.ini","m5fbt_b14_fixed_r200_older_2015_2017_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b14_fixed_r200_older_2015_2017_m1","C1F8E80C4E3E8A9948E4AE3EAC1A7F9B02D286B7F05496205546C5F9C6A17975","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"12","m5fbt_b14_fixed_r200","discovery_model1","Independent M5 failed-breakout discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\012_m5fbt_b14_fixed_r200_discovery_2018_2020_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\012_m5fbt_b14_fixed_r200_discovery_2018_2020_m1.ini","m5fbt_b14_fixed_r200_discovery_2018_2020_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b14_fixed_r200_discovery_2018_2020_m1","C1F8E80C4E3E8A9948E4AE3EAC1A7F9B02D286B7F05496205546C5F9C6A17975","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"13","m5fbt_b16_fixed_r125","discovery_model1","Independent M5 failed-breakout discovery Model1","older_2015_2017","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\013_m5fbt_b16_fixed_r125_older_2015_2017_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\013_m5fbt_b16_fixed_r125_older_2015_2017_m1.ini","m5fbt_b16_fixed_r125_older_2015_2017_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b16_fixed_r125_older_2015_2017_m1","F3EC31A9EF2A8C6871560AD7519202B78AC3D89EB412F31C653FC4A16C70EA1D","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"14","m5fbt_b16_fixed_r125","discovery_model1","Independent M5 failed-breakout discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\014_m5fbt_b16_fixed_r125_discovery_2018_2020_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\014_m5fbt_b16_fixed_r125_discovery_2018_2020_m1.ini","m5fbt_b16_fixed_r125_discovery_2018_2020_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b16_fixed_r125_discovery_2018_2020_m1","F3EC31A9EF2A8C6871560AD7519202B78AC3D89EB412F31C653FC4A16C70EA1D","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"15","m5fbt_b16_fixed_r150","discovery_model1","Independent M5 failed-breakout discovery Model1","older_2015_2017","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\015_m5fbt_b16_fixed_r150_older_2015_2017_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\015_m5fbt_b16_fixed_r150_older_2015_2017_m1.ini","m5fbt_b16_fixed_r150_older_2015_2017_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b16_fixed_r150_older_2015_2017_m1","FA3D1FEFE08DC756230D7E5A4608EC5C576933E509789120C50C46F07D9C8569","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"16","m5fbt_b16_fixed_r150","discovery_model1","Independent M5 failed-breakout discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\016_m5fbt_b16_fixed_r150_discovery_2018_2020_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\016_m5fbt_b16_fixed_r150_discovery_2018_2020_m1.ini","m5fbt_b16_fixed_r150_discovery_2018_2020_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b16_fixed_r150_discovery_2018_2020_m1","FA3D1FEFE08DC756230D7E5A4608EC5C576933E509789120C50C46F07D9C8569","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"17","m5fbt_b16_fixed_r200","discovery_model1","Independent M5 failed-breakout discovery Model1","older_2015_2017","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\017_m5fbt_b16_fixed_r200_older_2015_2017_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\017_m5fbt_b16_fixed_r200_older_2015_2017_m1.ini","m5fbt_b16_fixed_r200_older_2015_2017_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b16_fixed_r200_older_2015_2017_m1","65926BAC0E4EC7E35ABF5BBD5602CC9DC9ECE5A995B9D0E6901EC079CE5E5655","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"18","m5fbt_b16_fixed_r200","discovery_model1","Independent M5 failed-breakout discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\018_m5fbt_b16_fixed_r200_discovery_2018_2020_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\018_m5fbt_b16_fixed_r200_discovery_2018_2020_m1.ini","m5fbt_b16_fixed_r200_discovery_2018_2020_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b16_fixed_r200_discovery_2018_2020_m1","65926BAC0E4EC7E35ABF5BBD5602CC9DC9ECE5A995B9D0E6901EC079CE5E5655","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"19","m5fbt_b18_fixed_r125","discovery_model1","Independent M5 failed-breakout discovery Model1","older_2015_2017","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\019_m5fbt_b18_fixed_r125_older_2015_2017_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\019_m5fbt_b18_fixed_r125_older_2015_2017_m1.ini","m5fbt_b18_fixed_r125_older_2015_2017_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b18_fixed_r125_older_2015_2017_m1","35395C66F9707E1DD7B0A07FEF9EC168D1CF5E836B98DDDA25CCCCFECAEA9D31","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"20","m5fbt_b18_fixed_r125","discovery_model1","Independent M5 failed-breakout discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\020_m5fbt_b18_fixed_r125_discovery_2018_2020_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\020_m5fbt_b18_fixed_r125_discovery_2018_2020_m1.ini","m5fbt_b18_fixed_r125_discovery_2018_2020_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b18_fixed_r125_discovery_2018_2020_m1","35395C66F9707E1DD7B0A07FEF9EC168D1CF5E836B98DDDA25CCCCFECAEA9D31","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"21","m5fbt_b18_fixed_r150","discovery_model1","Independent M5 failed-breakout discovery Model1","older_2015_2017","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\021_m5fbt_b18_fixed_r150_older_2015_2017_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\021_m5fbt_b18_fixed_r150_older_2015_2017_m1.ini","m5fbt_b18_fixed_r150_older_2015_2017_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b18_fixed_r150_older_2015_2017_m1","CD3EAA2B951DD4BA4D6FC81066F3C6AA25D30D87AED11875762FFC3B4DC372C5","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"22","m5fbt_b18_fixed_r150","discovery_model1","Independent M5 failed-breakout discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\022_m5fbt_b18_fixed_r150_discovery_2018_2020_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\022_m5fbt_b18_fixed_r150_discovery_2018_2020_m1.ini","m5fbt_b18_fixed_r150_discovery_2018_2020_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b18_fixed_r150_discovery_2018_2020_m1","CD3EAA2B951DD4BA4D6FC81066F3C6AA25D30D87AED11875762FFC3B4DC372C5","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"23","m5fbt_b18_fixed_r200","discovery_model1","Independent M5 failed-breakout discovery Model1","older_2015_2017","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\023_m5fbt_b18_fixed_r200_older_2015_2017_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\023_m5fbt_b18_fixed_r200_older_2015_2017_m1.ini","m5fbt_b18_fixed_r200_older_2015_2017_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b18_fixed_r200_older_2015_2017_m1","67515AC071695A593A4A5A22E2C64B5E84089EFC2B29E75922DA61557EA87F72","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
"24","m5fbt_b18_fixed_r200","discovery_model1","Independent M5 failed-breakout discovery Model1","discovery_2018_2020","1","10000","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\024_m5fbt_b18_fixed_r200_discovery_2018_2020_m1.ini","outputs\independent_m5_failed_breakout_discovery_model1_package\configs\024_m5fbt_b18_fixed_r200_discovery_2018_2020_m1.ini","m5fbt_b18_fixed_r200_discovery_2018_2020_m1","outputs\independent_m5_failed_breakout_discovery_model1_package\reports_here\m5fbt_b18_fixed_r200_discovery_2018_2020_m1","67515AC071695A593A4A5A22E2C64B5E84089EFC2B29E75922DA61557EA87F72","M5 discovery only through 2020: both equal eras must be profitable with PF >= 1.10, DD <= 5%, and >= 100 trades each. A supported box/exit neighborhood is required before continuous, recent-data, or Model4 testing."
