"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","Role","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","BaseProfileSha256","Thesis","Overrides","StopRule"
"11","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","11","range_elite_risk_shape_probe","11","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2025_full","profit_control","2025.01.01","2025.12.31","1","configs\011_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2025_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2025_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","BA8C99E7ACE32103F487CD15E03D1A1041DB28482B23057D07849009EF42A217","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and block new DGF entries when recent no-cushion DGF average R is not positive.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"12","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","12","range_elite_risk_shape_probe","12","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\012_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2026_ytd_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2026ytd_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock.set","BA8C99E7ACE32103F487CD15E03D1A1041DB28482B23057D07849009EF42A217","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and block new DGF entries when recent no-cushion DGF average R is not positive.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"13","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","13","range_elite_risk_shape_probe","13","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\013_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2019_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2019_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Only block no-cushion DGF after clearly negative recent DGF average R, preserving marginally positive sequences.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=-0.10;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"14","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","14","range_elite_risk_shape_probe","14","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\014_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2021_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2021_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Only block no-cushion DGF after clearly negative recent DGF average R, preserving marginally positive sequences.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=-0.10;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"15","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","15","range_elite_risk_shape_probe","15","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\015_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2023_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2023_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Only block no-cushion DGF after clearly negative recent DGF average R, preserving marginally positive sequences.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=-0.10;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"16","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","16","range_elite_risk_shape_probe","16","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\016_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2024_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2024_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Only block no-cushion DGF after clearly negative recent DGF average R, preserving marginally positive sequences.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=-0.10;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"17","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","17","range_elite_risk_shape_probe","17","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","2025_full","profit_control","2025.01.01","2025.12.31","1","configs\017_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2025_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2025_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Only block no-cushion DGF after clearly negative recent DGF average R, preserving marginally positive sequences.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=-0.10;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"18","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","18","range_elite_risk_shape_probe","18","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\018_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2026_ytd_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2026ytd_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg.set","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Only block no-cushion DGF after clearly negative recent DGF average R, preserving marginally positive sequences.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=-0.10;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"19","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","19","range_elite_risk_shape_probe","19","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\019_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2019_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2019_m1","profiles\re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","More defensive initial DGF risk plus the no-cushion DGF loss block.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.35;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"20","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","20","range_elite_risk_shape_probe","20","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\020_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2021_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2021_m1","profiles\re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","More defensive initial DGF risk plus the no-cushion DGF loss block.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.35;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"21","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","21","range_elite_risk_shape_probe","21","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\021_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2023_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2023_m1","profiles\re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","More defensive initial DGF risk plus the no-cushion DGF loss block.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.35;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"22","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","22","range_elite_risk_shape_probe","22","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\022_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2024_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2024_m1","profiles\re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","More defensive initial DGF risk plus the no-cushion DGF loss block.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.35;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"23","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","23","range_elite_risk_shape_probe","23","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","2025_full","profit_control","2025.01.01","2025.12.31","1","configs\023_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2025_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2025_m1","profiles\re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","More defensive initial DGF risk plus the no-cushion DGF loss block.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.35;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"24","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","24","range_elite_risk_shape_probe","24","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\024_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2026_ytd_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2026ytd_m1","profiles\re_may140_late15_dgf_liq_reject1_cush35_dgflossblock.set","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","More defensive initial DGF risk plus the no-cushion DGF loss block.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackLossBlockCushionPercent=5.00;InpDiagnosticFallbackLossBlockLookbackTrades=3;InpDiagnosticFallbackLossBlockMaxAverageR=0.00;InpDiagnosticFallbackLossBlockMinTrades=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.35;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackNoCushionLossBlock=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
