"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","Role","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","BaseProfileSha256","Thesis","Overrides","StopRule"
"11","re_dgf_liq_reject1","11","range_elite_risk_shape_probe","11","phase4_range_elite_risk_shape_model4","re_dgf_liq_reject1.set","2025_full","profit_control","2025.01.01","2025.12.31","4","configs\011_re_dgf_liq_reject1_2025_full_m4.ini","re_risk_re_dgf_liq_reject1_2025_m4","profiles\re_dgf_liq_reject1.set","718D5FD6207F4295F135C288332EE1924B90D2C5C18895E445753B772448B3F0","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Reject DGF plus liquidity-sweep entries when liquidity sweep is the only pre-DGF confirmation.","InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"12","re_dgf_liq_reject1","12","range_elite_risk_shape_probe","12","phase4_range_elite_risk_shape_model4","re_dgf_liq_reject1.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","4","configs\012_re_dgf_liq_reject1_2026_ytd_m4.ini","re_risk_re_dgf_liq_reject1_2026ytd_m4","profiles\re_dgf_liq_reject1.set","718D5FD6207F4295F135C288332EE1924B90D2C5C18895E445753B772448B3F0","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Reject DGF plus liquidity-sweep entries when liquidity sweep is the only pre-DGF confirmation.","InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"13","re_may140_dgf_liq_reject1","13","range_elite_risk_shape_probe","13","phase4_range_elite_risk_shape_model4","re_may140_dgf_liq_reject1.set","2019_full","red_year","2019.01.01","2019.12.31","4","configs\013_re_may140_dgf_liq_reject1_2019_full_m4.ini","re_risk_re_may140_dgf_liq_reject1_2019_m4","profiles\re_may140_dgf_liq_reject1.set","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"14","re_may140_dgf_liq_reject1","14","range_elite_risk_shape_probe","14","phase4_range_elite_risk_shape_model4","re_may140_dgf_liq_reject1.set","2021_full","red_year","2021.01.01","2021.12.31","4","configs\014_re_may140_dgf_liq_reject1_2021_full_m4.ini","re_risk_re_may140_dgf_liq_reject1_2021_m4","profiles\re_may140_dgf_liq_reject1.set","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"15","re_may140_dgf_liq_reject1","15","range_elite_risk_shape_probe","15","phase4_range_elite_risk_shape_model4","re_may140_dgf_liq_reject1.set","2023_full","red_year","2023.01.01","2023.12.31","4","configs\015_re_may140_dgf_liq_reject1_2023_full_m4.ini","re_risk_re_may140_dgf_liq_reject1_2023_m4","profiles\re_may140_dgf_liq_reject1.set","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"16","re_may140_dgf_liq_reject1","16","range_elite_risk_shape_probe","16","phase4_range_elite_risk_shape_model4","re_may140_dgf_liq_reject1.set","2024_full","profit_control","2024.01.01","2024.12.31","4","configs\016_re_may140_dgf_liq_reject1_2024_full_m4.ini","re_risk_re_may140_dgf_liq_reject1_2024_m4","profiles\re_may140_dgf_liq_reject1.set","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"17","re_may140_dgf_liq_reject1","17","range_elite_risk_shape_probe","17","phase4_range_elite_risk_shape_model4","re_may140_dgf_liq_reject1.set","2025_full","profit_control","2025.01.01","2025.12.31","4","configs\017_re_may140_dgf_liq_reject1_2025_full_m4.ini","re_risk_re_may140_dgf_liq_reject1_2025_m4","profiles\re_may140_dgf_liq_reject1.set","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"18","re_may140_dgf_liq_reject1","18","range_elite_risk_shape_probe","18","phase4_range_elite_risk_shape_model4","re_may140_dgf_liq_reject1.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","4","configs\018_re_may140_dgf_liq_reject1_2026_ytd_m4.ini","re_risk_re_may140_dgf_liq_reject1_2026ytd_m4","profiles\re_may140_dgf_liq_reject1.set","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"19","re_may140_late15_dgf_liq_reject1","19","range_elite_risk_shape_probe","19","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1.set","2019_full","red_year","2019.01.01","2019.12.31","4","configs\019_re_may140_late15_dgf_liq_reject1_2019_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2019_m4","profiles\re_may140_late15_dgf_liq_reject1.set","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine May risk cap, late pure-DGF guard, and true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"20","re_may140_late15_dgf_liq_reject1","20","range_elite_risk_shape_probe","20","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1.set","2021_full","red_year","2021.01.01","2021.12.31","4","configs\020_re_may140_late15_dgf_liq_reject1_2021_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2021_m4","profiles\re_may140_late15_dgf_liq_reject1.set","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine May risk cap, late pure-DGF guard, and true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"21","re_may140_late15_dgf_liq_reject1","21","range_elite_risk_shape_probe","21","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1.set","2023_full","red_year","2023.01.01","2023.12.31","4","configs\021_re_may140_late15_dgf_liq_reject1_2023_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2023_m4","profiles\re_may140_late15_dgf_liq_reject1.set","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine May risk cap, late pure-DGF guard, and true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"22","re_may140_late15_dgf_liq_reject1","22","range_elite_risk_shape_probe","22","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1.set","2024_full","profit_control","2024.01.01","2024.12.31","4","configs\022_re_may140_late15_dgf_liq_reject1_2024_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2024_m4","profiles\re_may140_late15_dgf_liq_reject1.set","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine May risk cap, late pure-DGF guard, and true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"23","re_may140_late15_dgf_liq_reject1","23","range_elite_risk_shape_probe","23","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1.set","2025_full","profit_control","2025.01.01","2025.12.31","4","configs\023_re_may140_late15_dgf_liq_reject1_2025_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2025_m4","profiles\re_may140_late15_dgf_liq_reject1.set","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine May risk cap, late pure-DGF guard, and true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"24","re_may140_late15_dgf_liq_reject1","24","range_elite_risk_shape_probe","24","phase4_range_elite_risk_shape_model4","re_may140_late15_dgf_liq_reject1.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","4","configs\024_re_may140_late15_dgf_liq_reject1_2026_ytd_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2026ytd_m4","profiles\re_may140_late15_dgf_liq_reject1.set","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine May risk cap, late pure-DGF guard, and true rejection of weak DGF plus liquidity-sweep entries.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"25","re_may140_late15_pure","25","range_elite_risk_shape_probe","25","phase4_range_elite_risk_shape_model4","re_may140_late15_pure.set","2019_full","red_year","2019.01.01","2019.12.31","4","configs\025_re_may140_late15_pure_2019_full_m4.ini","re_risk_re_may140_late15_pure_2019_m4","profiles\re_may140_late15_pure.set","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the stricter hour-15 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"26","re_may140_late15_pure","26","range_elite_risk_shape_probe","26","phase4_range_elite_risk_shape_model4","re_may140_late15_pure.set","2021_full","red_year","2021.01.01","2021.12.31","4","configs\026_re_may140_late15_pure_2021_full_m4.ini","re_risk_re_may140_late15_pure_2021_m4","profiles\re_may140_late15_pure.set","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the stricter hour-15 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"27","re_may140_late15_pure","27","range_elite_risk_shape_probe","27","phase4_range_elite_risk_shape_model4","re_may140_late15_pure.set","2023_full","red_year","2023.01.01","2023.12.31","4","configs\027_re_may140_late15_pure_2023_full_m4.ini","re_risk_re_may140_late15_pure_2023_m4","profiles\re_may140_late15_pure.set","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the stricter hour-15 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"28","re_may140_late15_pure","28","range_elite_risk_shape_probe","28","phase4_range_elite_risk_shape_model4","re_may140_late15_pure.set","2024_full","profit_control","2024.01.01","2024.12.31","4","configs\028_re_may140_late15_pure_2024_full_m4.ini","re_risk_re_may140_late15_pure_2024_m4","profiles\re_may140_late15_pure.set","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the stricter hour-15 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"29","re_may140_late15_pure","29","range_elite_risk_shape_probe","29","phase4_range_elite_risk_shape_model4","re_may140_late15_pure.set","2025_full","profit_control","2025.01.01","2025.12.31","4","configs\029_re_may140_late15_pure_2025_full_m4.ini","re_risk_re_may140_late15_pure_2025_m4","profiles\re_may140_late15_pure.set","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the stricter hour-15 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"30","re_may140_late15_pure","30","range_elite_risk_shape_probe","30","phase4_range_elite_risk_shape_model4","re_may140_late15_pure.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","4","configs\030_re_may140_late15_pure_2026_ytd_m4.ini","re_risk_re_may140_late15_pure_2026ytd_m4","profiles\re_may140_late15_pure.set","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the stricter hour-15 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
