"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"21","fbt_b16_fixed_r125","liveness_model1","Independent M15 failed-breakout liveness Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\021_fbt_b16_fixed_r125_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\021_fbt_b16_fixed_r125_continuous_2015_2020_m1.ini","fbt_b16_fixed_r125_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b16_fixed_r125_continuous_2015_2020_m1","D32EE772A0639D3C18EA5447BEB3E5C484E9BF5FFDDB5D77C7E4CC2674AB838B","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"22","fbt_b16_fixed_r150","liveness_model1","Independent M15 failed-breakout liveness Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\022_fbt_b16_fixed_r150_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\022_fbt_b16_fixed_r150_older_2015_2018_m1.ini","fbt_b16_fixed_r150_older_2015_2018_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b16_fixed_r150_older_2015_2018_m1","491FEE120A75E1063553DBDACDA39D4BE90B1936816939372A9AAA2438C04220","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"23","fbt_b16_fixed_r150","liveness_model1","Independent M15 failed-breakout liveness Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\023_fbt_b16_fixed_r150_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\023_fbt_b16_fixed_r150_discovery_2019_2020_m1.ini","fbt_b16_fixed_r150_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b16_fixed_r150_discovery_2019_2020_m1","491FEE120A75E1063553DBDACDA39D4BE90B1936816939372A9AAA2438C04220","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"24","fbt_b16_fixed_r150","liveness_model1","Independent M15 failed-breakout liveness Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\024_fbt_b16_fixed_r150_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\024_fbt_b16_fixed_r150_continuous_2015_2020_m1.ini","fbt_b16_fixed_r150_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b16_fixed_r150_continuous_2015_2020_m1","491FEE120A75E1063553DBDACDA39D4BE90B1936816939372A9AAA2438C04220","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"25","fbt_b16_fixed_r200","liveness_model1","Independent M15 failed-breakout liveness Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\025_fbt_b16_fixed_r200_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\025_fbt_b16_fixed_r200_older_2015_2018_m1.ini","fbt_b16_fixed_r200_older_2015_2018_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b16_fixed_r200_older_2015_2018_m1","2F1798061F4FA8E7E55929D417A2C29820B3B34F425A179DE7B5A39E2E902C1E","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"26","fbt_b16_fixed_r200","liveness_model1","Independent M15 failed-breakout liveness Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\026_fbt_b16_fixed_r200_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\026_fbt_b16_fixed_r200_discovery_2019_2020_m1.ini","fbt_b16_fixed_r200_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b16_fixed_r200_discovery_2019_2020_m1","2F1798061F4FA8E7E55929D417A2C29820B3B34F425A179DE7B5A39E2E902C1E","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"27","fbt_b16_fixed_r200","liveness_model1","Independent M15 failed-breakout liveness Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\027_fbt_b16_fixed_r200_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\027_fbt_b16_fixed_r200_continuous_2015_2020_m1.ini","fbt_b16_fixed_r200_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b16_fixed_r200_continuous_2015_2020_m1","2F1798061F4FA8E7E55929D417A2C29820B3B34F425A179DE7B5A39E2E902C1E","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"28","fbt_b18_fixed_r125","liveness_model1","Independent M15 failed-breakout liveness Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\028_fbt_b18_fixed_r125_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\028_fbt_b18_fixed_r125_older_2015_2018_m1.ini","fbt_b18_fixed_r125_older_2015_2018_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b18_fixed_r125_older_2015_2018_m1","1E8FDEC1F5C7EA2EB6A737C5DBE8EA7F64C360AE3B9F4DEB68A0D14430B2B8E1","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"29","fbt_b18_fixed_r125","liveness_model1","Independent M15 failed-breakout liveness Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\029_fbt_b18_fixed_r125_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\029_fbt_b18_fixed_r125_discovery_2019_2020_m1.ini","fbt_b18_fixed_r125_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b18_fixed_r125_discovery_2019_2020_m1","1E8FDEC1F5C7EA2EB6A737C5DBE8EA7F64C360AE3B9F4DEB68A0D14430B2B8E1","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"30","fbt_b18_fixed_r125","liveness_model1","Independent M15 failed-breakout liveness Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\030_fbt_b18_fixed_r125_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\030_fbt_b18_fixed_r125_continuous_2015_2020_m1.ini","fbt_b18_fixed_r125_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b18_fixed_r125_continuous_2015_2020_m1","1E8FDEC1F5C7EA2EB6A737C5DBE8EA7F64C360AE3B9F4DEB68A0D14430B2B8E1","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"31","fbt_b18_fixed_r150","liveness_model1","Independent M15 failed-breakout liveness Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\031_fbt_b18_fixed_r150_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\031_fbt_b18_fixed_r150_older_2015_2018_m1.ini","fbt_b18_fixed_r150_older_2015_2018_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b18_fixed_r150_older_2015_2018_m1","DAD1BFC8BB8766421D93099527B0A8B65B4AC89856D77695CEC04DDA4AE7B72B","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"32","fbt_b18_fixed_r150","liveness_model1","Independent M15 failed-breakout liveness Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\032_fbt_b18_fixed_r150_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\032_fbt_b18_fixed_r150_discovery_2019_2020_m1.ini","fbt_b18_fixed_r150_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b18_fixed_r150_discovery_2019_2020_m1","DAD1BFC8BB8766421D93099527B0A8B65B4AC89856D77695CEC04DDA4AE7B72B","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"33","fbt_b18_fixed_r150","liveness_model1","Independent M15 failed-breakout liveness Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\033_fbt_b18_fixed_r150_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\033_fbt_b18_fixed_r150_continuous_2015_2020_m1.ini","fbt_b18_fixed_r150_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b18_fixed_r150_continuous_2015_2020_m1","DAD1BFC8BB8766421D93099527B0A8B65B4AC89856D77695CEC04DDA4AE7B72B","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"34","fbt_b18_fixed_r200","liveness_model1","Independent M15 failed-breakout liveness Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\034_fbt_b18_fixed_r200_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_liveness_model1_package\configs\034_fbt_b18_fixed_r200_older_2015_2018_m1.ini","fbt_b18_fixed_r200_older_2015_2018_m1","outputs\independent_m15_failed_breakout_liveness_model1_package\reports_here\fbt_b18_fixed_r200_older_2015_2018_m1","650C8B37F4BFF23208D271FEB2932C17C185ED924B64CE8B0369A67C2394C301","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
