"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"11","fbt_b14_fixed_r125","4","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r125.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\011_fbt_b14_fixed_r125_discovery_2019_2020_m1.ini","fbt_b14_fixed_r125_discovery_2019_2020_m1","profiles\fbt_b14_fixed_r125.set","146F64119A7188CD6A474AF5BB6CAA4A269AB2D3724EA4C8F99B3EBC84043FF3","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b14_fixed_r125_discovery_2019_2020_m1.htm","10000","730","1.9986","-8.87","9991.13","-0.09","-0.04","-0.04","0.94","-0.22","-1.4","50","40","6","72.09","0.72","71.24","72.09","-0.12","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"12","fbt_b14_fixed_r125","4","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r125.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\012_fbt_b14_fixed_r125_continuous_2015_2020_m1.ini","fbt_b14_fixed_r125_continuous_2015_2020_m1","profiles\fbt_b14_fixed_r125.set","146F64119A7188CD6A474AF5BB6CAA4A269AB2D3724EA4C8F99B3EBC84043FF3","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b14_fixed_r125_continuous_2015_2020_m1.htm","10000","2191","5.9986","46.75","10046.75","0.47","0.08","0.08","1.11","0.49","3.14","50","96","6","73.62","0.73","71.24","73.62","0.64","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"13","fbt_b14_fixed_r150","5","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r150.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\013_fbt_b14_fixed_r150_older_2015_2018_m1.ini","fbt_b14_fixed_r150_older_2015_2018_m1","profiles\fbt_b14_fixed_r150.set","718C02B8F6DC035F2AE212B3999267689E39102031B89A961919CE4376342738","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b14_fixed_r150_older_2015_2018_m1.htm","10000","1460","3.9973","75.03","10075.03","0.75","0.19","0.19","1.31","1.36","7.59","50.91","55","3","53.05","0.52","48.8","53.05","1.41","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"14","fbt_b14_fixed_r150","5","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r150.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\014_fbt_b14_fixed_r150_discovery_2019_2020_m1.ini","fbt_b14_fixed_r150_discovery_2019_2020_m1","profiles\fbt_b14_fixed_r150.set","718C02B8F6DC035F2AE212B3999267689E39102031B89A961919CE4376342738","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b14_fixed_r150_discovery_2019_2020_m1.htm","10000","730","1.9986","-4.26","9995.74","-0.04","-0.02","-0.02","0.97","-0.11","-0.59","50","40","6","81.83","0.81","80.98","81.83","-0.05","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"15","fbt_b14_fixed_r150","5","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r150.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\015_fbt_b14_fixed_r150_continuous_2015_2020_m1.ini","fbt_b14_fixed_r150_continuous_2015_2020_m1","profiles\fbt_b14_fixed_r150.set","718C02B8F6DC035F2AE212B3999267689E39102031B89A961919CE4376342738","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b14_fixed_r150_continuous_2015_2020_m1.htm","10000","2191","5.9986","72.29","10072.29","0.72","0.12","0.12","1.18","0.76","4.23","50.53","95","6","81.83","0.81","80.98","81.83","0.88","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"16","fbt_b14_fixed_r200","6","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r200.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\016_fbt_b14_fixed_r200_older_2015_2018_m1.ini","fbt_b14_fixed_r200_older_2015_2018_m1","profiles\fbt_b14_fixed_r200.set","08D31A0E3B55B35E80BA88FCD56DD1A7F686E5B31CAD9253840B2C66007439AA","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b14_fixed_r200_older_2015_2018_m1.htm","10000","1460","3.9973","110.75","10110.75","1.11","0.28","0.28","1.46","2.01","9.29","50.91","55","3","49.18","0.49","43.9","49.18","2.25","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"17","fbt_b14_fixed_r200","6","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r200.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\017_fbt_b14_fixed_r200_discovery_2019_2020_m1.ini","fbt_b14_fixed_r200_discovery_2019_2020_m1","profiles\fbt_b14_fixed_r200.set","08D31A0E3B55B35E80BA88FCD56DD1A7F686E5B31CAD9253840B2C66007439AA","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b14_fixed_r200_discovery_2019_2020_m1.htm","10000","730","1.9986","0.76","10000.76","0.01","0","0","1","0.02","0.09","50","40","6","85.56","0.85","82.89","85.56","0.01","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"18","fbt_b14_fixed_r200","6","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r200.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\018_fbt_b14_fixed_r200_continuous_2015_2020_m1.ini","fbt_b14_fixed_r200_continuous_2015_2020_m1","profiles\fbt_b14_fixed_r200.set","08D31A0E3B55B35E80BA88FCD56DD1A7F686E5B31CAD9253840B2C66007439AA","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b14_fixed_r200_continuous_2015_2020_m1.htm","10000","2191","5.9986","112.52","10112.52","1.13","0.19","0.19","1.28","1.18","5.6","50.53","95","6","85.56","0.84","82.89","85.56","1.32","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"19","fbt_b16_fixed_r125","7","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r125.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\019_fbt_b16_fixed_r125_older_2015_2018_m1.ini","fbt_b16_fixed_r125_older_2015_2018_m1","profiles\fbt_b16_fixed_r125.set","D32EE772A0639D3C18EA5447BEB3E5C484E9BF5FFDDB5D77C7E4CC2674AB838B","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b16_fixed_r125_older_2015_2018_m1.htm","10000","1460","3.9973","34.9","10034.9","0.35","0.09","0.09","1.22","1","6.64","51.43","35","3","38.34","0.38","34.28","38.34","0.91","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"20","fbt_b16_fixed_r125","7","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r125.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\020_fbt_b16_fixed_r125_discovery_2019_2020_m1.ini","fbt_b16_fixed_r125_discovery_2019_2020_m1","profiles\fbt_b16_fixed_r125.set","D32EE772A0639D3C18EA5447BEB3E5C484E9BF5FFDDB5D77C7E4CC2674AB838B","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b16_fixed_r125_discovery_2019_2020_m1.htm","10000","730","1.9986","20.43","10020.43","0.2","0.1","0.1","1.37","1.08","4.08","57.89","19","2","43.06","0.43","24.04","43.06","0.47","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"21","fbt_b16_fixed_r125","7","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r125.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\021_fbt_b16_fixed_r125_continuous_2015_2020_m1.ini","fbt_b16_fixed_r125_continuous_2015_2020_m1","profiles\fbt_b16_fixed_r125.set","D32EE772A0639D3C18EA5447BEB3E5C484E9BF5FFDDB5D77C7E4CC2674AB838B","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b16_fixed_r125_continuous_2015_2020_m1.htm","10000","2191","5.9986","55.33","10055.33","0.55","0.09","0.09","1.26","1.02","6.22","53.7","54","3","58.28","0.58","48.08","58.28","0.95","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"22","fbt_b16_fixed_r150","8","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r150.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\022_fbt_b16_fixed_r150_older_2015_2018_m1.ini","fbt_b16_fixed_r150_older_2015_2018_m1","profiles\fbt_b16_fixed_r150.set","491FEE120A75E1063553DBDACDA39D4BE90B1936816939372A9AAA2438C04220","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b16_fixed_r150_older_2015_2018_m1.htm","10000","1460","3.9973","61.33","10061.33","0.61","0.15","0.15","1.39","1.75","9.88","51.43","35","3","36.68","0.37","32.26","36.68","1.67","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"23","fbt_b16_fixed_r150","8","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r150.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\023_fbt_b16_fixed_r150_discovery_2019_2020_m1.ini","fbt_b16_fixed_r150_discovery_2019_2020_m1","profiles\fbt_b16_fixed_r150.set","491FEE120A75E1063553DBDACDA39D4BE90B1936816939372A9AAA2438C04220","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b16_fixed_r150_discovery_2019_2020_m1.htm","10000","730","1.9986","29.87","10029.87","0.3","0.15","0.15","1.54","1.57","5.18","57.89","19","2","43.06","0.43","24.04","43.06","0.69","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"24","fbt_b16_fixed_r150","8","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r150.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\024_fbt_b16_fixed_r150_continuous_2015_2020_m1.ini","fbt_b16_fixed_r150_continuous_2015_2020_m1","profiles\fbt_b16_fixed_r150.set","491FEE120A75E1063553DBDACDA39D4BE90B1936816939372A9AAA2438C04220","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b16_fixed_r150_continuous_2015_2020_m1.htm","10000","2191","5.9986","91.2","10091.2","0.91","0.15","0.15","1.43","1.69","8.76","53.7","54","3","65.5","0.65","55.3","65.5","1.39","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"25","fbt_b16_fixed_r200","9","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r200.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\025_fbt_b16_fixed_r200_older_2015_2018_m1.ini","fbt_b16_fixed_r200_older_2015_2018_m1","profiles\fbt_b16_fixed_r200.set","2F1798061F4FA8E7E55929D417A2C29820B3B34F425A179DE7B5A39E2E902C1E","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b16_fixed_r200_older_2015_2018_m1.htm","10000","1460","3.9973","65.89","10065.89","0.66","0.16","0.16","1.42","1.88","8.37","51.43","35","3","48.15","0.48","44.75","48.15","1.37","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"26","fbt_b16_fixed_r200","9","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r200.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\026_fbt_b16_fixed_r200_discovery_2019_2020_m1.ini","fbt_b16_fixed_r200_discovery_2019_2020_m1","profiles\fbt_b16_fixed_r200.set","2F1798061F4FA8E7E55929D417A2C29820B3B34F425A179DE7B5A39E2E902C1E","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b16_fixed_r200_discovery_2019_2020_m1.htm","10000","730","1.9986","29.31","10029.31","0.29","0.15","0.15","1.53","1.54","4.36","57.89","19","2","43.06","0.43","24.04","43.06","0.68","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"27","fbt_b16_fixed_r200","9","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r200.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\027_fbt_b16_fixed_r200_continuous_2015_2020_m1.ini","fbt_b16_fixed_r200_continuous_2015_2020_m1","profiles\fbt_b16_fixed_r200.set","2F1798061F4FA8E7E55929D417A2C29820B3B34F425A179DE7B5A39E2E902C1E","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b16_fixed_r200_continuous_2015_2020_m1.htm","10000","2191","5.9986","95.2","10095.2","0.95","0.16","0.16","1.45","1.76","7.46","53.7","54","3","60.46","0.6","50.26","60.46","1.57","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"28","fbt_b18_fixed_r125","10","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_fixed_r125.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\028_fbt_b18_fixed_r125_older_2015_2018_m1.ini","fbt_b18_fixed_r125_older_2015_2018_m1","profiles\fbt_b18_fixed_r125.set","1E8FDEC1F5C7EA2EB6A737C5DBE8EA7F64C360AE3B9F4DEB68A0D14430B2B8E1","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_b18_fixed_r125_older_2015_2018_m1.htm","10000","1460","3.9973","15.45","10015.45","0.15","0.04","0.04","1.24","1.1","2.53","50","14","2","25.02","0.25","19.21","25.02","0.62","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
