"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","mtsm_m126_e6_r200","discovery_model1","Independent multiscale momentum discovery Model1","discovery_2019_2020","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\011_mtsm_m126_e6_r200_discovery_2019_2020_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\011_mtsm_m126_e6_r200_discovery_2019_2020_m1.ini","mtsm_m126_e6_r200_discovery_2019_2020_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e6_r200_discovery_2019_2020_m1","8D5F5899684A6F1BD5D4A7CF32DE3136C57DDECC7B32B77529244F0210755628","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
"12","mtsm_m126_e6_r200","discovery_model1","Independent multiscale momentum discovery Model1","continuous_2015_2020","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\012_mtsm_m126_e6_r200_continuous_2015_2020_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\012_mtsm_m126_e6_r200_continuous_2015_2020_m1.ini","mtsm_m126_e6_r200_continuous_2015_2020_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e6_r200_continuous_2015_2020_m1","8D5F5899684A6F1BD5D4A7CF32DE3136C57DDECC7B32B77529244F0210755628","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
"13","mtsm_m126_e20_r200","discovery_model1","Independent multiscale momentum discovery Model1","older_2015_2018","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\013_mtsm_m126_e20_r200_older_2015_2018_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\013_mtsm_m126_e20_r200_older_2015_2018_m1.ini","mtsm_m126_e20_r200_older_2015_2018_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e20_r200_older_2015_2018_m1","5068419F5047FA3C94FCBA954D7B5779432F51DA6112FEE93C674DD365E373E7","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
"14","mtsm_m126_e20_r200","discovery_model1","Independent multiscale momentum discovery Model1","discovery_2019_2020","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\014_mtsm_m126_e20_r200_discovery_2019_2020_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\014_mtsm_m126_e20_r200_discovery_2019_2020_m1.ini","mtsm_m126_e20_r200_discovery_2019_2020_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e20_r200_discovery_2019_2020_m1","5068419F5047FA3C94FCBA954D7B5779432F51DA6112FEE93C674DD365E373E7","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
"15","mtsm_m126_e20_r200","discovery_model1","Independent multiscale momentum discovery Model1","continuous_2015_2020","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\015_mtsm_m126_e20_r200_continuous_2015_2020_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\015_mtsm_m126_e20_r200_continuous_2015_2020_m1.ini","mtsm_m126_e20_r200_continuous_2015_2020_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e20_r200_continuous_2015_2020_m1","5068419F5047FA3C94FCBA954D7B5779432F51DA6112FEE93C674DD365E373E7","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
"16","mtsm_m126_e10_r150","discovery_model1","Independent multiscale momentum discovery Model1","older_2015_2018","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\016_mtsm_m126_e10_r150_older_2015_2018_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\016_mtsm_m126_e10_r150_older_2015_2018_m1.ini","mtsm_m126_e10_r150_older_2015_2018_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e10_r150_older_2015_2018_m1","C434682C625B700ACEC7A770A072A06E213A85117469E174060EB664C5B878F8","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
"17","mtsm_m126_e10_r150","discovery_model1","Independent multiscale momentum discovery Model1","discovery_2019_2020","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\017_mtsm_m126_e10_r150_discovery_2019_2020_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\017_mtsm_m126_e10_r150_discovery_2019_2020_m1.ini","mtsm_m126_e10_r150_discovery_2019_2020_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e10_r150_discovery_2019_2020_m1","C434682C625B700ACEC7A770A072A06E213A85117469E174060EB664C5B878F8","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
"18","mtsm_m126_e10_r150","discovery_model1","Independent multiscale momentum discovery Model1","continuous_2015_2020","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\018_mtsm_m126_e10_r150_continuous_2015_2020_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\018_mtsm_m126_e10_r150_continuous_2015_2020_m1.ini","mtsm_m126_e10_r150_continuous_2015_2020_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e10_r150_continuous_2015_2020_m1","C434682C625B700ACEC7A770A072A06E213A85117469E174060EB664C5B878F8","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
"19","mtsm_m126_e10_r250","discovery_model1","Independent multiscale momentum discovery Model1","older_2015_2018","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\019_mtsm_m126_e10_r250_older_2015_2018_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\019_mtsm_m126_e10_r250_older_2015_2018_m1.ini","mtsm_m126_e10_r250_older_2015_2018_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e10_r250_older_2015_2018_m1","ED8CB644D29EECAC4260819E32AE3901CCA7D35E6D49C3787E259E4121FF5BD5","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
"20","mtsm_m126_e10_r250","discovery_model1","Independent multiscale momentum discovery Model1","discovery_2019_2020","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\020_mtsm_m126_e10_r250_discovery_2019_2020_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\020_mtsm_m126_e10_r250_discovery_2019_2020_m1.ini","mtsm_m126_e10_r250_discovery_2019_2020_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e10_r250_discovery_2019_2020_m1","ED8CB644D29EECAC4260819E32AE3901CCA7D35E6D49C3787E259E4121FF5BD5","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
"21","mtsm_m126_e10_r250","discovery_model1","Independent multiscale momentum discovery Model1","continuous_2015_2020","1","10000","outputs\independent_multiscale_momentum_discovery_model1_package\configs\021_mtsm_m126_e10_r250_continuous_2015_2020_m1.ini","outputs\independent_multiscale_momentum_discovery_model1_package\configs\021_mtsm_m126_e10_r250_continuous_2015_2020_m1.ini","mtsm_m126_e10_r250_continuous_2015_2020_m1","outputs\independent_multiscale_momentum_discovery_model1_package\reports_here\mtsm_m126_e10_r250_continuous_2015_2020_m1","ED8CB644D29EECAC4260819E32AE3901CCA7D35E6D49C3787E259E4121FF5BD5","Discovery only: require both disjoint eras profitable, continuous PF >= 1.20, at least 100 continuous trades, DD <= 5%, and at least two adjacent momentum/entry/target shapes passing before any 2021+ run."
