"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","Role","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","BaseProfileSha256","Thesis","Overrides","StopRule"
"44","re_dgfq_default","44","range_elite_risk_shape_probe","44","phase4_range_elite_risk_shape_model1","re_dgfq_default.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\044_re_dgfq_default_2024_full_m1.ini","re_risk_re_dgfq_default_2024_m1","profiles\re_dgfq_default.set","DF14CA7101B2DE1FBDC2A98123C4D6FA9300CBAA06504406E63873FC76069A14","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Enable the built-in diagnostic-fallback quality gate with default PA/SMQ/execution requirements.","InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"45","re_dgfq_default","45","range_elite_risk_shape_probe","45","phase4_range_elite_risk_shape_model1","re_dgfq_default.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\045_re_dgfq_default_2026_ytd_m1.ini","re_risk_re_dgfq_default_2026ytd_m1","profiles\re_dgfq_default.set","DF14CA7101B2DE1FBDC2A98123C4D6FA9300CBAA06504406E63873FC76069A14","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Enable the built-in diagnostic-fallback quality gate with default PA/SMQ/execution requirements.","InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"46","re_dgfq_pa6_smq4","46","range_elite_risk_shape_probe","46","phase4_range_elite_risk_shape_model1","re_dgfq_pa6_smq4.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\046_re_dgfq_pa6_smq4_2019_full_m1.ini","re_risk_re_dgfq_pa6_smq4_2019_m1","profiles\re_dgfq_pa6_smq4.set","A035FCE1036E059F404642E1B2382B3AEBFB9A2C9F0F81B4417BE99CEC868DDB","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require stronger price-action and smart-money scores before diagnostic fallback can contribute.","InpDiagnosticFallbackMinPriceActionScore=6;InpDiagnosticFallbackMinSmartMoneyScore=4;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"47","re_dgfq_pa6_smq4","47","range_elite_risk_shape_probe","47","phase4_range_elite_risk_shape_model1","re_dgfq_pa6_smq4.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\047_re_dgfq_pa6_smq4_2021_full_m1.ini","re_risk_re_dgfq_pa6_smq4_2021_m1","profiles\re_dgfq_pa6_smq4.set","A035FCE1036E059F404642E1B2382B3AEBFB9A2C9F0F81B4417BE99CEC868DDB","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require stronger price-action and smart-money scores before diagnostic fallback can contribute.","InpDiagnosticFallbackMinPriceActionScore=6;InpDiagnosticFallbackMinSmartMoneyScore=4;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"48","re_dgfq_pa6_smq4","48","range_elite_risk_shape_probe","48","phase4_range_elite_risk_shape_model1","re_dgfq_pa6_smq4.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\048_re_dgfq_pa6_smq4_2023_full_m1.ini","re_risk_re_dgfq_pa6_smq4_2023_m1","profiles\re_dgfq_pa6_smq4.set","A035FCE1036E059F404642E1B2382B3AEBFB9A2C9F0F81B4417BE99CEC868DDB","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require stronger price-action and smart-money scores before diagnostic fallback can contribute.","InpDiagnosticFallbackMinPriceActionScore=6;InpDiagnosticFallbackMinSmartMoneyScore=4;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"49","re_dgfq_pa6_smq4","49","range_elite_risk_shape_probe","49","phase4_range_elite_risk_shape_model1","re_dgfq_pa6_smq4.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\049_re_dgfq_pa6_smq4_2024_full_m1.ini","re_risk_re_dgfq_pa6_smq4_2024_m1","profiles\re_dgfq_pa6_smq4.set","A035FCE1036E059F404642E1B2382B3AEBFB9A2C9F0F81B4417BE99CEC868DDB","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require stronger price-action and smart-money scores before diagnostic fallback can contribute.","InpDiagnosticFallbackMinPriceActionScore=6;InpDiagnosticFallbackMinSmartMoneyScore=4;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"50","re_dgfq_pa6_smq4","50","range_elite_risk_shape_probe","50","phase4_range_elite_risk_shape_model1","re_dgfq_pa6_smq4.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\050_re_dgfq_pa6_smq4_2026_ytd_m1.ini","re_risk_re_dgfq_pa6_smq4_2026ytd_m1","profiles\re_dgfq_pa6_smq4.set","A035FCE1036E059F404642E1B2382B3AEBFB9A2C9F0F81B4417BE99CEC868DDB","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require stronger price-action and smart-money scores before diagnostic fallback can contribute.","InpDiagnosticFallbackMinPriceActionScore=6;InpDiagnosticFallbackMinSmartMoneyScore=4;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"51","re_dgfq_struct","51","range_elite_risk_shape_probe","51","phase4_range_elite_risk_shape_model1","re_dgfq_struct.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\051_re_dgfq_struct_2019_full_m1.ini","re_risk_re_dgfq_struct_2019_m1","profiles\re_dgfq_struct.set","01F4739E0D5FC6FF48DCF0E86DA38825D0F19DDB1AD5BDE807F40E1FFCD9499C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require nearby structure evidence for diagnostic fallback instead of candle direction alone.","InpDiagnosticFallbackRequireStructure=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"52","re_dgfq_struct","52","range_elite_risk_shape_probe","52","phase4_range_elite_risk_shape_model1","re_dgfq_struct.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\052_re_dgfq_struct_2021_full_m1.ini","re_risk_re_dgfq_struct_2021_m1","profiles\re_dgfq_struct.set","01F4739E0D5FC6FF48DCF0E86DA38825D0F19DDB1AD5BDE807F40E1FFCD9499C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require nearby structure evidence for diagnostic fallback instead of candle direction alone.","InpDiagnosticFallbackRequireStructure=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"53","re_dgfq_struct","53","range_elite_risk_shape_probe","53","phase4_range_elite_risk_shape_model1","re_dgfq_struct.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\053_re_dgfq_struct_2023_full_m1.ini","re_risk_re_dgfq_struct_2023_m1","profiles\re_dgfq_struct.set","01F4739E0D5FC6FF48DCF0E86DA38825D0F19DDB1AD5BDE807F40E1FFCD9499C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require nearby structure evidence for diagnostic fallback instead of candle direction alone.","InpDiagnosticFallbackRequireStructure=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"54","re_dgfq_struct","54","range_elite_risk_shape_probe","54","phase4_range_elite_risk_shape_model1","re_dgfq_struct.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\054_re_dgfq_struct_2024_full_m1.ini","re_risk_re_dgfq_struct_2024_m1","profiles\re_dgfq_struct.set","01F4739E0D5FC6FF48DCF0E86DA38825D0F19DDB1AD5BDE807F40E1FFCD9499C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require nearby structure evidence for diagnostic fallback instead of candle direction alone.","InpDiagnosticFallbackRequireStructure=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"55","re_dgfq_struct","55","range_elite_risk_shape_probe","55","phase4_range_elite_risk_shape_model1","re_dgfq_struct.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\055_re_dgfq_struct_2026_ytd_m1.ini","re_risk_re_dgfq_struct_2026ytd_m1","profiles\re_dgfq_struct.set","01F4739E0D5FC6FF48DCF0E86DA38825D0F19DDB1AD5BDE807F40E1FFCD9499C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require nearby structure evidence for diagnostic fallback instead of candle direction alone.","InpDiagnosticFallbackRequireStructure=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"56","re_dgfq_struct_liq","56","range_elite_risk_shape_probe","56","phase4_range_elite_risk_shape_model1","re_dgfq_struct_liq.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\056_re_dgfq_struct_liq_2019_full_m1.ini","re_risk_re_dgfq_struct_liq_2019_m1","profiles\re_dgfq_struct_liq.set","71AA8B543211BB7F8C96B6A6C9C92F9DC6AB6DF13D836A8E2EC064F3DEE9C112","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require both structure and liquidity evidence for diagnostic fallback.","InpDiagnosticFallbackRequireLiquidity=true;InpDiagnosticFallbackRequireStructure=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"57","re_dgfq_struct_liq","57","range_elite_risk_shape_probe","57","phase4_range_elite_risk_shape_model1","re_dgfq_struct_liq.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\057_re_dgfq_struct_liq_2021_full_m1.ini","re_risk_re_dgfq_struct_liq_2021_m1","profiles\re_dgfq_struct_liq.set","71AA8B543211BB7F8C96B6A6C9C92F9DC6AB6DF13D836A8E2EC064F3DEE9C112","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require both structure and liquidity evidence for diagnostic fallback.","InpDiagnosticFallbackRequireLiquidity=true;InpDiagnosticFallbackRequireStructure=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"58","re_dgfq_struct_liq","58","range_elite_risk_shape_probe","58","phase4_range_elite_risk_shape_model1","re_dgfq_struct_liq.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\058_re_dgfq_struct_liq_2023_full_m1.ini","re_risk_re_dgfq_struct_liq_2023_m1","profiles\re_dgfq_struct_liq.set","71AA8B543211BB7F8C96B6A6C9C92F9DC6AB6DF13D836A8E2EC064F3DEE9C112","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require both structure and liquidity evidence for diagnostic fallback.","InpDiagnosticFallbackRequireLiquidity=true;InpDiagnosticFallbackRequireStructure=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"59","re_dgfq_struct_liq","59","range_elite_risk_shape_probe","59","phase4_range_elite_risk_shape_model1","re_dgfq_struct_liq.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\059_re_dgfq_struct_liq_2024_full_m1.ini","re_risk_re_dgfq_struct_liq_2024_m1","profiles\re_dgfq_struct_liq.set","71AA8B543211BB7F8C96B6A6C9C92F9DC6AB6DF13D836A8E2EC064F3DEE9C112","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require both structure and liquidity evidence for diagnostic fallback.","InpDiagnosticFallbackRequireLiquidity=true;InpDiagnosticFallbackRequireStructure=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"60","re_dgfq_struct_liq","60","range_elite_risk_shape_probe","60","phase4_range_elite_risk_shape_model1","re_dgfq_struct_liq.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\060_re_dgfq_struct_liq_2026_ytd_m1.ini","re_risk_re_dgfq_struct_liq_2026ytd_m1","profiles\re_dgfq_struct_liq.set","71AA8B543211BB7F8C96B6A6C9C92F9DC6AB6DF13D836A8E2EC064F3DEE9C112","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Require both structure and liquidity evidence for diagnostic fallback.","InpDiagnosticFallbackRequireLiquidity=true;InpDiagnosticFallbackRequireStructure=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"61","re_may140_dgfq","61","range_elite_risk_shape_probe","61","phase4_range_elite_risk_shape_model1","re_may140_dgfq.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\061_re_may140_dgfq_2019_full_m1.ini","re_risk_re_may140_dgfq_2019_m1","profiles\re_may140_dgfq.set","E04386B5103B7935900F927B47D72F9D86F69F42390D51B709528331D0286FDA","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the default diagnostic-fallback quality gate.","InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"62","re_may140_dgfq","62","range_elite_risk_shape_probe","62","phase4_range_elite_risk_shape_model1","re_may140_dgfq.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\062_re_may140_dgfq_2021_full_m1.ini","re_risk_re_may140_dgfq_2021_m1","profiles\re_may140_dgfq.set","E04386B5103B7935900F927B47D72F9D86F69F42390D51B709528331D0286FDA","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the default diagnostic-fallback quality gate.","InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"63","re_may140_dgfq","63","range_elite_risk_shape_probe","63","phase4_range_elite_risk_shape_model1","re_may140_dgfq.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\063_re_may140_dgfq_2023_full_m1.ini","re_risk_re_may140_dgfq_2023_m1","profiles\re_may140_dgfq.set","E04386B5103B7935900F927B47D72F9D86F69F42390D51B709528331D0286FDA","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the default diagnostic-fallback quality gate.","InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"64","re_may140_dgfq","64","range_elite_risk_shape_probe","64","phase4_range_elite_risk_shape_model1","re_may140_dgfq.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\064_re_may140_dgfq_2024_full_m1.ini","re_risk_re_may140_dgfq_2024_m1","profiles\re_may140_dgfq.set","E04386B5103B7935900F927B47D72F9D86F69F42390D51B709528331D0286FDA","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the default diagnostic-fallback quality gate.","InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"65","re_may140_dgfq","65","range_elite_risk_shape_probe","65","phase4_range_elite_risk_shape_model1","re_may140_dgfq.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\065_re_may140_dgfq_2026_ytd_m1.ini","re_risk_re_may140_dgfq_2026ytd_m1","profiles\re_may140_dgfq.set","E04386B5103B7935900F927B47D72F9D86F69F42390D51B709528331D0286FDA","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the default diagnostic-fallback quality gate.","InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"66","re_blockliq","66","range_elite_risk_shape_probe","66","phase4_range_elite_risk_shape_model1","re_blockliq.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\066_re_blockliq_2019_full_m1.ini","re_risk_re_blockliq_2019_m1","profiles\re_blockliq.set","4B80159EBAC068E267B13429D8B66214B5B8D341F16F876B7198EE2E330E8B84","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic fallback when the setup is also a liquidity-sweep setup.","InpDiagnosticFallbackBlockLiquiditySweep=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"67","re_blockliq","67","range_elite_risk_shape_probe","67","phase4_range_elite_risk_shape_model1","re_blockliq.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\067_re_blockliq_2021_full_m1.ini","re_risk_re_blockliq_2021_m1","profiles\re_blockliq.set","4B80159EBAC068E267B13429D8B66214B5B8D341F16F876B7198EE2E330E8B84","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic fallback when the setup is also a liquidity-sweep setup.","InpDiagnosticFallbackBlockLiquiditySweep=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"68","re_blockliq","68","range_elite_risk_shape_probe","68","phase4_range_elite_risk_shape_model1","re_blockliq.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\068_re_blockliq_2023_full_m1.ini","re_risk_re_blockliq_2023_m1","profiles\re_blockliq.set","4B80159EBAC068E267B13429D8B66214B5B8D341F16F876B7198EE2E330E8B84","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic fallback when the setup is also a liquidity-sweep setup.","InpDiagnosticFallbackBlockLiquiditySweep=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"69","re_blockliq","69","range_elite_risk_shape_probe","69","phase4_range_elite_risk_shape_model1","re_blockliq.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\069_re_blockliq_2024_full_m1.ini","re_risk_re_blockliq_2024_m1","profiles\re_blockliq.set","4B80159EBAC068E267B13429D8B66214B5B8D341F16F876B7198EE2E330E8B84","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic fallback when the setup is also a liquidity-sweep setup.","InpDiagnosticFallbackBlockLiquiditySweep=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"70","re_blockliq","70","range_elite_risk_shape_probe","70","phase4_range_elite_risk_shape_model1","re_blockliq.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\070_re_blockliq_2026_ytd_m1.ini","re_risk_re_blockliq_2026ytd_m1","profiles\re_blockliq.set","4B80159EBAC068E267B13429D8B66214B5B8D341F16F876B7198EE2E330E8B84","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic fallback when the setup is also a liquidity-sweep setup.","InpDiagnosticFallbackBlockLiquiditySweep=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"71","re_blockliq_may140","71","range_elite_risk_shape_probe","71","phase4_range_elite_risk_shape_model1","re_blockliq_may140.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\071_re_blockliq_may140_2019_full_m1.ini","re_risk_re_blockliq_may140_2019_m1","profiles\re_blockliq_may140.set","832670B36B038C7B15CC487CFA9B32206946AE67070A9A76E4C0CEEA05D9D733","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic/liquidity conflict and keep a smaller May risk boost.","InpDiagnosticFallbackBlockLiquiditySweep=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"72","re_blockliq_may140","72","range_elite_risk_shape_probe","72","phase4_range_elite_risk_shape_model1","re_blockliq_may140.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\072_re_blockliq_may140_2021_full_m1.ini","re_risk_re_blockliq_may140_2021_m1","profiles\re_blockliq_may140.set","832670B36B038C7B15CC487CFA9B32206946AE67070A9A76E4C0CEEA05D9D733","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic/liquidity conflict and keep a smaller May risk boost.","InpDiagnosticFallbackBlockLiquiditySweep=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"73","re_blockliq_may140","73","range_elite_risk_shape_probe","73","phase4_range_elite_risk_shape_model1","re_blockliq_may140.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\073_re_blockliq_may140_2023_full_m1.ini","re_risk_re_blockliq_may140_2023_m1","profiles\re_blockliq_may140.set","832670B36B038C7B15CC487CFA9B32206946AE67070A9A76E4C0CEEA05D9D733","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic/liquidity conflict and keep a smaller May risk boost.","InpDiagnosticFallbackBlockLiquiditySweep=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"74","re_blockliq_may140","74","range_elite_risk_shape_probe","74","phase4_range_elite_risk_shape_model1","re_blockliq_may140.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\074_re_blockliq_may140_2024_full_m1.ini","re_risk_re_blockliq_may140_2024_m1","profiles\re_blockliq_may140.set","832670B36B038C7B15CC487CFA9B32206946AE67070A9A76E4C0CEEA05D9D733","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic/liquidity conflict and keep a smaller May risk boost.","InpDiagnosticFallbackBlockLiquiditySweep=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"75","re_blockliq_may140","75","range_elite_risk_shape_probe","75","phase4_range_elite_risk_shape_model1","re_blockliq_may140.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\075_re_blockliq_may140_2026_ytd_m1.ini","re_risk_re_blockliq_may140_2026ytd_m1","profiles\re_blockliq_may140.set","832670B36B038C7B15CC487CFA9B32206946AE67070A9A76E4C0CEEA05D9D733","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic/liquidity conflict and keep a smaller May risk boost.","InpDiagnosticFallbackBlockLiquiditySweep=true;InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"76","re_blockliq_may100","76","range_elite_risk_shape_probe","76","phase4_range_elite_risk_shape_model1","re_blockliq_may100.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\076_re_blockliq_may100_2019_full_m1.ini","re_risk_re_blockliq_may100_2019_m1","profiles\re_blockliq_may100.set","C0E1030FC65F923CB4B34F670BF11641C1A27EB18EC039D7D228EDD425E8744B","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic/liquidity conflict and remove the May risk boost.","InpDiagnosticFallbackBlockLiquiditySweep=true;InpMayRiskMultiplier=1.00","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"77","re_blockliq_may100","77","range_elite_risk_shape_probe","77","phase4_range_elite_risk_shape_model1","re_blockliq_may100.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\077_re_blockliq_may100_2021_full_m1.ini","re_risk_re_blockliq_may100_2021_m1","profiles\re_blockliq_may100.set","C0E1030FC65F923CB4B34F670BF11641C1A27EB18EC039D7D228EDD425E8744B","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic/liquidity conflict and remove the May risk boost.","InpDiagnosticFallbackBlockLiquiditySweep=true;InpMayRiskMultiplier=1.00","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"78","re_blockliq_may100","78","range_elite_risk_shape_probe","78","phase4_range_elite_risk_shape_model1","re_blockliq_may100.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\078_re_blockliq_may100_2023_full_m1.ini","re_risk_re_blockliq_may100_2023_m1","profiles\re_blockliq_may100.set","C0E1030FC65F923CB4B34F670BF11641C1A27EB18EC039D7D228EDD425E8744B","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic/liquidity conflict and remove the May risk boost.","InpDiagnosticFallbackBlockLiquiditySweep=true;InpMayRiskMultiplier=1.00","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"79","re_blockliq_may100","79","range_elite_risk_shape_probe","79","phase4_range_elite_risk_shape_model1","re_blockliq_may100.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\079_re_blockliq_may100_2024_full_m1.ini","re_risk_re_blockliq_may100_2024_m1","profiles\re_blockliq_may100.set","C0E1030FC65F923CB4B34F670BF11641C1A27EB18EC039D7D228EDD425E8744B","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic/liquidity conflict and remove the May risk boost.","InpDiagnosticFallbackBlockLiquiditySweep=true;InpMayRiskMultiplier=1.00","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"80","re_blockliq_may100","80","range_elite_risk_shape_probe","80","phase4_range_elite_risk_shape_model1","re_blockliq_may100.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\080_re_blockliq_may100_2026_ytd_m1.ini","re_risk_re_blockliq_may100_2026ytd_m1","profiles\re_blockliq_may100.set","C0E1030FC65F923CB4B34F670BF11641C1A27EB18EC039D7D228EDD425E8744B","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block diagnostic/liquidity conflict and remove the May risk boost.","InpDiagnosticFallbackBlockLiquiditySweep=true;InpMayRiskMultiplier=1.00","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
