"QueueRank","Candidate","CandidateRank","SourceType","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","BaseProfileSha256","RVFailureExitEnabled","RVFailureBars","RVFailureMaximumR","MOFailureExitEnabled","MOFailureBars","MOFailureMaximumR","StopRule","Status","ReportPath","ReportSha256","ReportSourceIdentityPass","ReportDisposition","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"11","efp_mo_only","4","early_failure_portfolio","discovery_model1","efp_mo_only.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\011_efp_mo_only_discovery_2019_2020_m1.ini","efp_mo_only_discovery_2019_2020_m1","profiles\efp_mo_only.set","288B15AEB33D1FF47966F41B8C8616FBE0D4D11E73615D9AE43EC17F9A742BC6","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","false","3","0.00","true","4","0.00","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_mo_only_discovery_2019_2020_m1.htm","204282CD48AA45177A1950E6831F36C4C0E929C5EE22FAE63C1300D8EF145DEC","True","REPRODUCED_AFTER_IDENTITY_RETRY","10000","730","1.9986","-147.9","9852.1","-1.48","-0.74","-0.74","0.75","-2.03","-3.23","31.51","73","7","306.03","3.03","264.89","306.03","-0.4833"
"12","efp_mo_only","4","early_failure_portfolio","discovery_model1","efp_mo_only.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\012_efp_mo_only_continuous_2015_2020_m1.ini","efp_mo_only_continuous_2015_2020_m1","profiles\efp_mo_only.set","288B15AEB33D1FF47966F41B8C8616FBE0D4D11E73615D9AE43EC17F9A742BC6","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","false","3","0.00","true","4","0.00","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_mo_only_continuous_2015_2020_m1.htm","5F711EB7CB283E480786492A048ADA7695886DF251BFF11BF0821436BCA8003D","True","FIRST_VALID_EXPORT","10000","2191","5.9986","643.73","10643.73","6.44","1.07","1.05","1.48","2.87","4.82","35.27","224","10","303.88","2.79","288.92","303.88","2.1184"
"13","efp_fast","5","early_failure_portfolio","discovery_model1","efp_fast.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\013_efp_fast_older_2015_2018_m1.ini","efp_fast_older_2015_2018_m1","profiles\efp_fast.set","E68A2A3BD152D77CFB6AC6C9884F019CC12A8A7E795E5CD3AB654F088D395C03","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","2","0.00","true","3","0.00","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_fast_older_2015_2018_m1.htm","272F45EF63EEE5651A55C50C76234BA2E49C2B64C10F8C0A74F2A9EF88F4CED1","True","FIRST_VALID_EXPORT","10000","1460","3.9973","512.77","10512.77","5.13","1.28","1.26","1.76","3.35","7.25","29.41","153","11","142.49","1.36","118.41","142.49","3.5986"
"14","efp_fast","5","early_failure_portfolio","discovery_model1","efp_fast.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\014_efp_fast_discovery_2019_2020_m1.ini","efp_fast_discovery_2019_2020_m1","profiles\efp_fast.set","E68A2A3BD152D77CFB6AC6C9884F019CC12A8A7E795E5CD3AB654F088D395C03","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","2","0.00","true","3","0.00","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_fast_discovery_2019_2020_m1.htm","55AC4CC26103503C9966C34CAA453CDDB540952D2EC88B044167971658A762C3","True","FIRST_VALID_EXPORT","10000","730","1.9986","-78.9","9921.1","-0.79","-0.39","-0.4","0.84","-1.07","-2.13","25.68","74","11","214.08","2.12","177.98","214.08","-0.3686"
"15","efp_fast","5","early_failure_portfolio","discovery_model1","efp_fast.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\015_efp_fast_continuous_2015_2020_m1.ini","efp_fast_continuous_2015_2020_m1","profiles\efp_fast.set","E68A2A3BD152D77CFB6AC6C9884F019CC12A8A7E795E5CD3AB654F088D395C03","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","2","0.00","true","3","0.00","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_fast_continuous_2015_2020_m1.htm","987A464C9A260A47881BBF812B9213492857B44A2BD9797624CDF1822185603C","True","FIRST_VALID_EXPORT","10000","2191","5.9986","428.47","10428.47","4.28","0.71","0.7","1.35","1.88","3.93","28.07","228","11","202.72","1.91","196.42","202.72","2.1136"
"16","efp_slow","6","early_failure_portfolio","discovery_model1","efp_slow.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\016_efp_slow_older_2015_2018_m1.ini","efp_slow_older_2015_2018_m1","profiles\efp_slow.set","0A5FEA0B5006037F0C00F5D49E48288418C83A381DFB8C61D85CC69674630149","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","4","0.00","true","6","0.00","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_slow_older_2015_2018_m1.htm","772918BBE5E3A1B453EE480E45952F664E827C0A004FB259CBACBA9CD9445187","True","FIRST_VALID_EXPORT","10000","1460","3.9973","790.73","10790.73","7.91","1.98","1.92","1.97","5.2","8.17","41.45","152","8","100.16","0.96","89.9","100.16","7.8947"
"17","efp_slow","6","early_failure_portfolio","discovery_model1","efp_slow.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\017_efp_slow_discovery_2019_2020_m1.ini","efp_slow_discovery_2019_2020_m1","profiles\efp_slow.set","0A5FEA0B5006037F0C00F5D49E48288418C83A381DFB8C61D85CC69674630149","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","4","0.00","true","6","0.00","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_slow_discovery_2019_2020_m1.htm","7A820716CE410005FECE3CDAD258E5DCA1725E79BEF5FF681F83F92AE5ABAD50","True","FIRST_VALID_EXPORT","10000","730","1.9986","-64.96","9935.04","-0.65","-0.33","-0.33","0.89","-0.88","-1.35","35.14","74","7","268.63","2.64","230","268.63","-0.2418"
"18","efp_slow","6","early_failure_portfolio","discovery_model1","efp_slow.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\018_efp_slow_continuous_2015_2020_m1.ini","efp_slow_continuous_2015_2020_m1","profiles\efp_slow.set","0A5FEA0B5006037F0C00F5D49E48288418C83A381DFB8C61D85CC69674630149","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","4","0.00","true","6","0.00","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_slow_continuous_2015_2020_m1.htm","DC47E64DCF307A77D4E8B7B259804C46BCFF329A1C0A921948C389EFF731330B","True","FIRST_VALID_EXPORT","10000","2191","5.9986","709.67","10709.67","7.1","1.18","1.15","1.48","3.13","4.85","39.21","227","8","259.08","2.37","220.45","259.08","2.7392"
"19","efp_relaxed","7","early_failure_portfolio","discovery_model1","efp_relaxed.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\019_efp_relaxed_older_2015_2018_m1.ini","efp_relaxed_older_2015_2018_m1","profiles\efp_relaxed.set","555F3218B53FB84BBDF20682F3375B3665386CCA41ABF501697ABC7282C17B5E","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","3","-0.25","true","4","-0.25","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_relaxed_older_2015_2018_m1.htm","86A15296AB417DEFABB9FADC429DEA79F71470EB0E09A79F82EC87CA2BF3CA17","True","REPRODUCED_AFTER_IDENTITY_RETRY","10000","1460","3.9973","878.67","10878.67","8.79","2.2","2.13","2.05","5.78","8.76","42.11","152","5","101.69","0.97","64.08","101.69","8.6407"
"20","efp_relaxed","7","early_failure_portfolio","discovery_model1","efp_relaxed.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\020_efp_relaxed_discovery_2019_2020_m1.ini","efp_relaxed_discovery_2019_2020_m1","profiles\efp_relaxed.set","555F3218B53FB84BBDF20682F3375B3665386CCA41ABF501697ABC7282C17B5E","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","3","-0.25","true","4","-0.25","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_relaxed_discovery_2019_2020_m1.htm","FCE1909FEC7DDA9B60E3EA4DA2ACF9B394F3870C1FDF0355D7149051974C8001","True","FIRST_VALID_EXPORT","10000","730","1.9986","-59.2","9940.8","-0.59","-0.3","-0.3","0.9","-0.81","-1.24","34.25","73","7","254.84","2.51","214.47","254.84","-0.2323"
"21","efp_relaxed","7","early_failure_portfolio","discovery_model1","efp_relaxed.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\021_efp_relaxed_continuous_2015_2020_m1.ini","efp_relaxed_continuous_2015_2020_m1","profiles\efp_relaxed.set","555F3218B53FB84BBDF20682F3375B3665386CCA41ABF501697ABC7282C17B5E","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","3","-0.25","true","4","-0.25","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_relaxed_continuous_2015_2020_m1.htm","C5F1B208C841D87C684171AE93E7739714783A89375C345A463218FEF1A4B351","True","FIRST_VALID_EXPORT","10000","2191","5.9986","801.22","10801.22","8.01","1.34","1.29","1.54","3.55","5.36","39.38","226","7","253.44","2.3","231.52","253.44","3.1614"
"22","efp_strict","8","early_failure_portfolio","discovery_model1","efp_strict.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\022_efp_strict_older_2015_2018_m1.ini","efp_strict_older_2015_2018_m1","profiles\efp_strict.set","A65952BC42FF6990216E6BEB00FD69F67A0860EDF28C8F3A925DB6A6EEF02442","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","3","0.25","true","4","0.25","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_strict_older_2015_2018_m1.htm","43CBB04E7D5B3E5516A88BAC19D027B52E8E28477823BCD1B9D92139267BF3BB","True","FIRST_VALID_EXPORT","10000","1460","3.9973","546.9","10546.9","5.47","1.37","1.34","1.82","3.48","7.34","48.41","157","5","96.24","0.92","80.98","96.24","5.6827"
"23","efp_strict","8","early_failure_portfolio","discovery_model1","efp_strict.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\023_efp_strict_discovery_2019_2020_m1.ini","efp_strict_discovery_2019_2020_m1","profiles\efp_strict.set","A65952BC42FF6990216E6BEB00FD69F67A0860EDF28C8F3A925DB6A6EEF02442","2613BDF5BFCE4DB9220961540F851E2444F14AF17B690CAAE0AC4BE59C8C1342","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","3","0.25","true","4","0.25","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent exit profile must pass.","PARSED","outputs\early_failure_portfolio_discovery_model1_package\reports_here\efp_strict_discovery_2019_2020_m1.htm","09368BAF3080DCE36E0FA2131A5179A29511B668A96A4DC26C49D5EB1DD53B37","True","FIRST_VALID_EXPORT","10000","730","1.9986","-99.96","9900.04","-1","-0.5","-0.5","0.81","-1.35","-2.57","36.49","74","7","249.5","2.47","208.36","249.5","-0.4006"
