"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"14","pds_volume105","discovery_model1","Independent M15 previous-day sweep discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\014_pds_volume105_discovery_2019_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\014_pds_volume105_discovery_2019_2020_m1.ini","pds_volume105_discovery_2019_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_volume105_discovery_2019_2020_m1","2E68F22B3EF0494A6BEFE91CB3D6C00A585BC4455088BED8C4EB22C5E8DCD62E","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"15","pds_volume105","discovery_model1","Independent M15 previous-day sweep discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\015_pds_volume105_continuous_2015_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\015_pds_volume105_continuous_2015_2020_m1.ini","pds_volume105_continuous_2015_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_volume105_continuous_2015_2020_m1","2E68F22B3EF0494A6BEFE91CB3D6C00A585BC4455088BED8C4EB22C5E8DCD62E","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"16","pds_trend","discovery_model1","Independent M15 previous-day sweep discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\016_pds_trend_older_2015_2018_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\016_pds_trend_older_2015_2018_m1.ini","pds_trend_older_2015_2018_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_trend_older_2015_2018_m1","096991F2C2A9CCB32058A0364BF67B61084353B8424C9D2286630216D5FBAE45","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"17","pds_trend","discovery_model1","Independent M15 previous-day sweep discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\017_pds_trend_discovery_2019_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\017_pds_trend_discovery_2019_2020_m1.ini","pds_trend_discovery_2019_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_trend_discovery_2019_2020_m1","096991F2C2A9CCB32058A0364BF67B61084353B8424C9D2286630216D5FBAE45","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"18","pds_trend","discovery_model1","Independent M15 previous-day sweep discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\018_pds_trend_continuous_2015_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\018_pds_trend_continuous_2015_2020_m1.ini","pds_trend_continuous_2015_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_trend_continuous_2015_2020_m1","096991F2C2A9CCB32058A0364BF67B61084353B8424C9D2286630216D5FBAE45","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"19","pds_adx24","discovery_model1","Independent M15 previous-day sweep discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\019_pds_adx24_older_2015_2018_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\019_pds_adx24_older_2015_2018_m1.ini","pds_adx24_older_2015_2018_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_adx24_older_2015_2018_m1","499B7A603F798328F766B178F4043F8CCB5D52684C599F11DE937D57F8393D34","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"20","pds_adx24","discovery_model1","Independent M15 previous-day sweep discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\020_pds_adx24_discovery_2019_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\020_pds_adx24_discovery_2019_2020_m1.ini","pds_adx24_discovery_2019_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_adx24_discovery_2019_2020_m1","499B7A603F798328F766B178F4043F8CCB5D52684C599F11DE937D57F8393D34","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"21","pds_adx24","discovery_model1","Independent M15 previous-day sweep discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\021_pds_adx24_continuous_2015_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\021_pds_adx24_continuous_2015_2020_m1.ini","pds_adx24_continuous_2015_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_adx24_continuous_2015_2020_m1","499B7A603F798328F766B178F4043F8CCB5D52684C599F11DE937D57F8393D34","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"22","pds_rr20","discovery_model1","Independent M15 previous-day sweep discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\022_pds_rr20_older_2015_2018_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\022_pds_rr20_older_2015_2018_m1.ini","pds_rr20_older_2015_2018_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_rr20_older_2015_2018_m1","959AB532C0DFBAEF62FF1D0F07172E9F1894EC4009C7FD275FA7396E12F1B33D","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"23","pds_rr20","discovery_model1","Independent M15 previous-day sweep discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\023_pds_rr20_discovery_2019_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\023_pds_rr20_discovery_2019_2020_m1.ini","pds_rr20_discovery_2019_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_rr20_discovery_2019_2020_m1","959AB532C0DFBAEF62FF1D0F07172E9F1894EC4009C7FD275FA7396E12F1B33D","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"24","pds_rr20","discovery_model1","Independent M15 previous-day sweep discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\024_pds_rr20_continuous_2015_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\024_pds_rr20_continuous_2015_2020_m1.ini","pds_rr20_continuous_2015_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_rr20_continuous_2015_2020_m1","959AB532C0DFBAEF62FF1D0F07172E9F1894EC4009C7FD275FA7396E12F1B33D","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"25","pds_midpoint","discovery_model1","Independent M15 previous-day sweep discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\025_pds_midpoint_older_2015_2018_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\025_pds_midpoint_older_2015_2018_m1.ini","pds_midpoint_older_2015_2018_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_midpoint_older_2015_2018_m1","DA3D6D4D21CAF55705CBEA297968B65350C5C36E3AA404AF5E6702C176F46E0F","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"26","pds_midpoint","discovery_model1","Independent M15 previous-day sweep discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\026_pds_midpoint_discovery_2019_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\026_pds_midpoint_discovery_2019_2020_m1.ini","pds_midpoint_discovery_2019_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_midpoint_discovery_2019_2020_m1","DA3D6D4D21CAF55705CBEA297968B65350C5C36E3AA404AF5E6702C176F46E0F","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"27","pds_midpoint","discovery_model1","Independent M15 previous-day sweep discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\027_pds_midpoint_continuous_2015_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\027_pds_midpoint_continuous_2015_2020_m1.ini","pds_midpoint_continuous_2015_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_midpoint_continuous_2015_2020_m1","DA3D6D4D21CAF55705CBEA297968B65350C5C36E3AA404AF5E6702C176F46E0F","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"28","pds_session12_22","discovery_model1","Independent M15 previous-day sweep discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\028_pds_session12_22_older_2015_2018_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\028_pds_session12_22_older_2015_2018_m1.ini","pds_session12_22_older_2015_2018_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_session12_22_older_2015_2018_m1","A52CD81A9DF9B2E164F69923025E7A4CB61B5B980C3E1A76B93AAA920FF0A305","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"29","pds_session12_22","discovery_model1","Independent M15 previous-day sweep discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\029_pds_session12_22_discovery_2019_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\029_pds_session12_22_discovery_2019_2020_m1.ini","pds_session12_22_discovery_2019_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_session12_22_discovery_2019_2020_m1","A52CD81A9DF9B2E164F69923025E7A4CB61B5B980C3E1A76B93AAA920FF0A305","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
"30","pds_session12_22","discovery_model1","Independent M15 previous-day sweep discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\030_pds_session12_22_continuous_2015_2020_m1.ini","outputs\independent_m15_prevday_sweep_discovery_model1_package\configs\030_pds_session12_22_continuous_2015_2020_m1.ini","pds_session12_22_continuous_2015_2020_m1","outputs\independent_m15_prevday_sweep_discovery_model1_package\reports_here\pds_session12_22_continuous_2015_2020_m1","A52CD81A9DF9B2E164F69923025E7A4CB61B5B980C3E1A76B93AAA920FF0A305","Discovery only through 2020: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 5%, and support from neighboring sweep/rejection/payoff shapes before opening 2021-2026."
