"QueueRank","Candidate","Phase","PhaseLabel","Window","Role","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"13","re_blockliq","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2019_full","red_year","4","outputs\range_elite_guard_model4_shortlist_package\configs\013_re_blockliq_2019_full_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\013_re_blockliq_2019_full_m4.ini","re_risk_re_blockliq_2019_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_2019_m4","9CF5DFD820088D007701E77FD05BF2971E10505698FF7AC19B51E07F59FD5D88","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"14","re_blockliq","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2021_full","red_year","4","outputs\range_elite_guard_model4_shortlist_package\configs\014_re_blockliq_2021_full_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\014_re_blockliq_2021_full_m4.ini","re_risk_re_blockliq_2021_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_2021_m4","9CF5DFD820088D007701E77FD05BF2971E10505698FF7AC19B51E07F59FD5D88","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"15","re_blockliq","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2023_full","red_year","4","outputs\range_elite_guard_model4_shortlist_package\configs\015_re_blockliq_2023_full_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\015_re_blockliq_2023_full_m4.ini","re_risk_re_blockliq_2023_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_2023_m4","9CF5DFD820088D007701E77FD05BF2971E10505698FF7AC19B51E07F59FD5D88","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"16","re_blockliq","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2024_full","profit_control","4","outputs\range_elite_guard_model4_shortlist_package\configs\016_re_blockliq_2024_full_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\016_re_blockliq_2024_full_m4.ini","re_risk_re_blockliq_2024_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_2024_m4","9CF5DFD820088D007701E77FD05BF2971E10505698FF7AC19B51E07F59FD5D88","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"17","re_blockliq","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_guard_model4_shortlist_package\configs\017_re_blockliq_2025_full_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\017_re_blockliq_2025_full_m4.ini","re_risk_re_blockliq_2025_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_2025_m4","9CF5DFD820088D007701E77FD05BF2971E10505698FF7AC19B51E07F59FD5D88","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"18","re_blockliq","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_guard_model4_shortlist_package\configs\018_re_blockliq_2026_ytd_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\018_re_blockliq_2026_ytd_m4.ini","re_risk_re_blockliq_2026ytd_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_2026ytd_m4","9CF5DFD820088D007701E77FD05BF2971E10505698FF7AC19B51E07F59FD5D88","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"19","re_blockliq_may140","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2019_full","red_year","4","outputs\range_elite_guard_model4_shortlist_package\configs\019_re_blockliq_may140_2019_full_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\019_re_blockliq_may140_2019_full_m4.ini","re_risk_re_blockliq_may140_2019_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_may140_2019_m4","D624F8FD8237039E3F20EF1A36FDBEDEBF6D44F60BEA3C3AD74323BDFBFC4923","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"20","re_blockliq_may140","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2021_full","red_year","4","outputs\range_elite_guard_model4_shortlist_package\configs\020_re_blockliq_may140_2021_full_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\020_re_blockliq_may140_2021_full_m4.ini","re_risk_re_blockliq_may140_2021_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_may140_2021_m4","D624F8FD8237039E3F20EF1A36FDBEDEBF6D44F60BEA3C3AD74323BDFBFC4923","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"21","re_blockliq_may140","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2023_full","red_year","4","outputs\range_elite_guard_model4_shortlist_package\configs\021_re_blockliq_may140_2023_full_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\021_re_blockliq_may140_2023_full_m4.ini","re_risk_re_blockliq_may140_2023_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_may140_2023_m4","D624F8FD8237039E3F20EF1A36FDBEDEBF6D44F60BEA3C3AD74323BDFBFC4923","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"22","re_blockliq_may140","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2024_full","profit_control","4","outputs\range_elite_guard_model4_shortlist_package\configs\022_re_blockliq_may140_2024_full_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\022_re_blockliq_may140_2024_full_m4.ini","re_risk_re_blockliq_may140_2024_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_may140_2024_m4","D624F8FD8237039E3F20EF1A36FDBEDEBF6D44F60BEA3C3AD74323BDFBFC4923","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"23","re_blockliq_may140","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_guard_model4_shortlist_package\configs\023_re_blockliq_may140_2025_full_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\023_re_blockliq_may140_2025_full_m4.ini","re_risk_re_blockliq_may140_2025_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_may140_2025_m4","D624F8FD8237039E3F20EF1A36FDBEDEBF6D44F60BEA3C3AD74323BDFBFC4923","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"24","re_blockliq_may140","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_guard_model4_shortlist_package\configs\024_re_blockliq_may140_2026_ytd_m4.ini","outputs\range_elite_guard_model4_shortlist_package\configs\024_re_blockliq_may140_2026_ytd_m4.ini","re_risk_re_blockliq_may140_2026ytd_m4","outputs\range_elite_guard_model4_shortlist_package\reports_here\re_risk_re_blockliq_may140_2026ytd_m4","D624F8FD8237039E3F20EF1A36FDBEDEBF6D44F60BEA3C3AD74323BDFBFC4923","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
