"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"15","h4ct_trail_55_20_l20_a30","trail_discovery_model1","Independent H4 channel Chandelier discovery Model1","continuous_2015_2020","1","10000","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\015_h4ct_trail_55_20_l20_a30_continuous_2015_2020_m1.ini","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\015_h4ct_trail_55_20_l20_a30_continuous_2015_2020_m1.ini","h4ct_trail_55_20_l20_a30_continuous_2015_2020_m1","outputs\independent_h4_channel_trend_trail_discovery_model1_package\reports_here\h4ct_trail_55_20_l20_a30_continuous_2015_2020_m1","8226265E9E6117CE2E120F9093D28709327D01E32988D2F7C83EE65812A9AA04","Discovery-only Chandelier neighborhood: require both eras positive, continuous PF at least 1.30, at least 60 trades, DD at or below 3%, and at least three adjacent profitable shapes before opening 2021-2026."
"16","h4ct_trail_55_20_l20_a35","trail_discovery_model1","Independent H4 channel Chandelier discovery Model1","older_2015_2018","1","10000","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\016_h4ct_trail_55_20_l20_a35_older_2015_2018_m1.ini","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\016_h4ct_trail_55_20_l20_a35_older_2015_2018_m1.ini","h4ct_trail_55_20_l20_a35_older_2015_2018_m1","outputs\independent_h4_channel_trend_trail_discovery_model1_package\reports_here\h4ct_trail_55_20_l20_a35_older_2015_2018_m1","2CFA9445E6E9E8ACEED02EE0E2C0D6275B963510644C44B35ED32C4C5871F17C","Discovery-only Chandelier neighborhood: require both eras positive, continuous PF at least 1.30, at least 60 trades, DD at or below 3%, and at least three adjacent profitable shapes before opening 2021-2026."
"17","h4ct_trail_55_20_l20_a35","trail_discovery_model1","Independent H4 channel Chandelier discovery Model1","discovery_2019_2020","1","10000","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\017_h4ct_trail_55_20_l20_a35_discovery_2019_2020_m1.ini","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\017_h4ct_trail_55_20_l20_a35_discovery_2019_2020_m1.ini","h4ct_trail_55_20_l20_a35_discovery_2019_2020_m1","outputs\independent_h4_channel_trend_trail_discovery_model1_package\reports_here\h4ct_trail_55_20_l20_a35_discovery_2019_2020_m1","2CFA9445E6E9E8ACEED02EE0E2C0D6275B963510644C44B35ED32C4C5871F17C","Discovery-only Chandelier neighborhood: require both eras positive, continuous PF at least 1.30, at least 60 trades, DD at or below 3%, and at least three adjacent profitable shapes before opening 2021-2026."
"18","h4ct_trail_55_20_l20_a35","trail_discovery_model1","Independent H4 channel Chandelier discovery Model1","continuous_2015_2020","1","10000","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\018_h4ct_trail_55_20_l20_a35_continuous_2015_2020_m1.ini","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\018_h4ct_trail_55_20_l20_a35_continuous_2015_2020_m1.ini","h4ct_trail_55_20_l20_a35_continuous_2015_2020_m1","outputs\independent_h4_channel_trend_trail_discovery_model1_package\reports_here\h4ct_trail_55_20_l20_a35_continuous_2015_2020_m1","2CFA9445E6E9E8ACEED02EE0E2C0D6275B963510644C44B35ED32C4C5871F17C","Discovery-only Chandelier neighborhood: require both eras positive, continuous PF at least 1.30, at least 60 trades, DD at or below 3%, and at least three adjacent profitable shapes before opening 2021-2026."
"19","h4ct_trail_55_20_l30_a30","trail_discovery_model1","Independent H4 channel Chandelier discovery Model1","older_2015_2018","1","10000","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\019_h4ct_trail_55_20_l30_a30_older_2015_2018_m1.ini","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\019_h4ct_trail_55_20_l30_a30_older_2015_2018_m1.ini","h4ct_trail_55_20_l30_a30_older_2015_2018_m1","outputs\independent_h4_channel_trend_trail_discovery_model1_package\reports_here\h4ct_trail_55_20_l30_a30_older_2015_2018_m1","53DFB0AD62BCCDC418A7D065BB1BF943C028D37AA3D7770B49B89364F8674DA3","Discovery-only Chandelier neighborhood: require both eras positive, continuous PF at least 1.30, at least 60 trades, DD at or below 3%, and at least three adjacent profitable shapes before opening 2021-2026."
"20","h4ct_trail_55_20_l30_a30","trail_discovery_model1","Independent H4 channel Chandelier discovery Model1","discovery_2019_2020","1","10000","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\020_h4ct_trail_55_20_l30_a30_discovery_2019_2020_m1.ini","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\020_h4ct_trail_55_20_l30_a30_discovery_2019_2020_m1.ini","h4ct_trail_55_20_l30_a30_discovery_2019_2020_m1","outputs\independent_h4_channel_trend_trail_discovery_model1_package\reports_here\h4ct_trail_55_20_l30_a30_discovery_2019_2020_m1","53DFB0AD62BCCDC418A7D065BB1BF943C028D37AA3D7770B49B89364F8674DA3","Discovery-only Chandelier neighborhood: require both eras positive, continuous PF at least 1.30, at least 60 trades, DD at or below 3%, and at least three adjacent profitable shapes before opening 2021-2026."
"21","h4ct_trail_55_20_l30_a30","trail_discovery_model1","Independent H4 channel Chandelier discovery Model1","continuous_2015_2020","1","10000","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\021_h4ct_trail_55_20_l30_a30_continuous_2015_2020_m1.ini","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\021_h4ct_trail_55_20_l30_a30_continuous_2015_2020_m1.ini","h4ct_trail_55_20_l30_a30_continuous_2015_2020_m1","outputs\independent_h4_channel_trend_trail_discovery_model1_package\reports_here\h4ct_trail_55_20_l30_a30_continuous_2015_2020_m1","53DFB0AD62BCCDC418A7D065BB1BF943C028D37AA3D7770B49B89364F8674DA3","Discovery-only Chandelier neighborhood: require both eras positive, continuous PF at least 1.30, at least 60 trades, DD at or below 3%, and at least three adjacent profitable shapes before opening 2021-2026."
"22","h4ct_trail_80_40_l20_a30","trail_discovery_model1","Independent H4 channel Chandelier discovery Model1","older_2015_2018","1","10000","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\022_h4ct_trail_80_40_l20_a30_older_2015_2018_m1.ini","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\022_h4ct_trail_80_40_l20_a30_older_2015_2018_m1.ini","h4ct_trail_80_40_l20_a30_older_2015_2018_m1","outputs\independent_h4_channel_trend_trail_discovery_model1_package\reports_here\h4ct_trail_80_40_l20_a30_older_2015_2018_m1","23964188041721CE071C2EA072538C69B593B0D2D12A661B9C76F43A5F35ECEA","Discovery-only Chandelier neighborhood: require both eras positive, continuous PF at least 1.30, at least 60 trades, DD at or below 3%, and at least three adjacent profitable shapes before opening 2021-2026."
"23","h4ct_trail_80_40_l20_a30","trail_discovery_model1","Independent H4 channel Chandelier discovery Model1","discovery_2019_2020","1","10000","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\023_h4ct_trail_80_40_l20_a30_discovery_2019_2020_m1.ini","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\023_h4ct_trail_80_40_l20_a30_discovery_2019_2020_m1.ini","h4ct_trail_80_40_l20_a30_discovery_2019_2020_m1","outputs\independent_h4_channel_trend_trail_discovery_model1_package\reports_here\h4ct_trail_80_40_l20_a30_discovery_2019_2020_m1","23964188041721CE071C2EA072538C69B593B0D2D12A661B9C76F43A5F35ECEA","Discovery-only Chandelier neighborhood: require both eras positive, continuous PF at least 1.30, at least 60 trades, DD at or below 3%, and at least three adjacent profitable shapes before opening 2021-2026."
"24","h4ct_trail_80_40_l20_a30","trail_discovery_model1","Independent H4 channel Chandelier discovery Model1","continuous_2015_2020","1","10000","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\024_h4ct_trail_80_40_l20_a30_continuous_2015_2020_m1.ini","outputs\independent_h4_channel_trend_trail_discovery_model1_package\configs\024_h4ct_trail_80_40_l20_a30_continuous_2015_2020_m1.ini","h4ct_trail_80_40_l20_a30_continuous_2015_2020_m1","outputs\independent_h4_channel_trend_trail_discovery_model1_package\reports_here\h4ct_trail_80_40_l20_a30_continuous_2015_2020_m1","23964188041721CE071C2EA072538C69B593B0D2D12A661B9C76F43A5F35ECEA","Discovery-only Chandelier neighborhood: require both eras positive, continuous PF at least 1.30, at least 60 trades, DD at or below 3%, and at least three adjacent profitable shapes before opening 2021-2026."
