"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"11","fbt_box_tight","4","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_tight.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\011_fbt_box_tight_discovery_2019_2020_m1.ini","fbt_box_tight_discovery_2019_2020_m1","profiles\fbt_box_tight.set","93FD56C0810CAF6D8F78AF66BE0BADE870E3FD753A90F85097B20DBFB888A38D","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_box_tight_discovery_2019_2020_m1.htm","10000","730","1.9986","15.71","10015.71","0.16","0.08","0.08","1.82","3.14","0.23","60","5","1","11.64","0.12","9.88","11.64","1.35","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"12","fbt_box_tight","4","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_tight.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\012_fbt_box_tight_continuous_2015_2020_m1.ini","fbt_box_tight_continuous_2015_2020_m1","profiles\fbt_box_tight.set","93FD56C0810CAF6D8F78AF66BE0BADE870E3FD753A90F85097B20DBFB888A38D","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_box_tight_continuous_2015_2020_m1.htm","10000","2191","5.9986","-29.53","9970.47","-0.3","-0.05","-0.05","0.55","-2.68","-5","36.36","11","5","56.71","0.57","46.15","56.71","-0.52","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"13","fbt_box_wide","5","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_wide.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\013_fbt_box_wide_older_2015_2018_m1.ini","fbt_box_wide_older_2015_2018_m1","profiles\fbt_box_wide.set","9175CA6FCD5771F4AA1F0498E42F30870E861907EE9EB9ED362455B174B0D60C","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_box_wide_older_2015_2018_m1.htm","10000","1460","3.9973","-165.8","9834.2","-1.66","-0.41","-0.42","0.55","-2.81","-5","30.51","59","9","190.59","1.9","189.66","190.59","-0.87","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"14","fbt_box_wide","5","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_wide.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\014_fbt_box_wide_discovery_2019_2020_m1.ini","fbt_box_wide_discovery_2019_2020_m1","profiles\fbt_box_wide.set","9175CA6FCD5771F4AA1F0498E42F30870E861907EE9EB9ED362455B174B0D60C","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_box_wide_discovery_2019_2020_m1.htm","10000","730","1.9986","-47.23","9952.77","-0.47","-0.24","-0.24","0.83","-0.89","-5","37.74","53","6","82.31","0.82","79.99","82.31","-0.57","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"15","fbt_box_wide","5","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_box_wide.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\015_fbt_box_wide_continuous_2015_2020_m1.ini","fbt_box_wide_continuous_2015_2020_m1","profiles\fbt_box_wide.set","9175CA6FCD5771F4AA1F0498E42F30870E861907EE9EB9ED362455B174B0D60C","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_box_wide_continuous_2015_2020_m1.htm","10000","2191","5.9986","-213.31","9786.69","-2.13","-0.36","-0.36","0.67","-1.9","-5","33.93","112","9","252.98","2.52","250.76","252.98","-0.84","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"16","fbt_age2","6","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age2.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\016_fbt_age2_older_2015_2018_m1.ini","fbt_age2_older_2015_2018_m1","profiles\fbt_age2.set","129CDB765AA46144B056D700292E7A0EBBF8C65B7A07F40B8951461EB1B5F43F","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_age2_older_2015_2018_m1.htm","10000","1460","3.9973","-56.35","9943.65","-0.56","-0.14","-0.14","0.62","-2.35","-5","33.33","24","7","74.98","0.75","69.65","74.98","-0.75","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"17","fbt_age2","6","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age2.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\017_fbt_age2_discovery_2019_2020_m1.ini","fbt_age2_discovery_2019_2020_m1","profiles\fbt_age2.set","129CDB765AA46144B056D700292E7A0EBBF8C65B7A07F40B8951461EB1B5F43F","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_age2_discovery_2019_2020_m1.htm","10000","730","1.9986","-33.06","9966.94","-0.33","-0.17","-0.17","0.75","-1.44","-5","34.78","23","6","72.53","0.72","72.28","72.53","-0.46","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"18","fbt_age2","6","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age2.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\018_fbt_age2_continuous_2015_2020_m1.ini","fbt_age2_continuous_2015_2020_m1","profiles\fbt_age2.set","129CDB765AA46144B056D700292E7A0EBBF8C65B7A07F40B8951461EB1B5F43F","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_age2_continuous_2015_2020_m1.htm","10000","2191","5.9986","-97.31","9902.69","-0.97","-0.16","-0.16","0.65","-2.12","-5","32.61","46","7","99.91","1","97.31","99.91","-0.97","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"19","fbt_age6","7","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age6.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\019_fbt_age6_older_2015_2018_m1.ini","fbt_age6_older_2015_2018_m1","profiles\fbt_age6.set","B8BC10E6D07B36608231B0CA4A121EB4FB97BC681F970ABEF660DDAE2A0B35ED","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_age6_older_2015_2018_m1.htm","10000","1460","3.9973","-63.44","9936.56","-0.63","-0.16","-0.16","0.64","-2.19","-5","34.48","29","9","92.44","0.92","85.78","92.44","-0.69","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"20","fbt_age6","7","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age6.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\020_fbt_age6_discovery_2019_2020_m1.ini","fbt_age6_discovery_2019_2020_m1","profiles\fbt_age6.set","B8BC10E6D07B36608231B0CA4A121EB4FB97BC681F970ABEF660DDAE2A0B35ED","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_age6_discovery_2019_2020_m1.htm","10000","730","1.9986","-40.12","9959.88","-0.4","-0.2","-0.2","0.69","-1.74","-5","34.78","23","6","67.53","0.67","67.28","67.53","-0.59","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"21","fbt_age6","7","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_age6.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\021_fbt_age6_continuous_2015_2020_m1.ini","fbt_age6_continuous_2015_2020_m1","profiles\fbt_age6.set","B8BC10E6D07B36608231B0CA4A121EB4FB97BC681F970ABEF660DDAE2A0B35ED","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_age6_continuous_2015_2020_m1.htm","10000","2191","5.9986","-104.4","9895.6","-1.04","-0.17","-0.17","0.66","-2.05","-5","33.33","51","9","107","1.07","104.4","107","-0.98","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"22","fbt_reclaim10","8","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim10.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\022_fbt_reclaim10_older_2015_2018_m1.ini","fbt_reclaim10_older_2015_2018_m1","profiles\fbt_reclaim10.set","89909074635E46A700FFCD5A2197F92825906504EB8B5251DCC84E25BA20F0A9","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_reclaim10_older_2015_2018_m1.htm","10000","1460","3.9973","-170.81","9829.19","-1.71","-0.43","-0.43","0.45","-3.8","-5","26.67","45","10","175.81","1.76","170.81","175.81","-0.97","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"23","fbt_reclaim10","8","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim10.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\023_fbt_reclaim10_discovery_2019_2020_m1.ini","fbt_reclaim10_discovery_2019_2020_m1","profiles\fbt_reclaim10.set","89909074635E46A700FFCD5A2197F92825906504EB8B5251DCC84E25BA20F0A9","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_reclaim10_discovery_2019_2020_m1.htm","10000","730","1.9986","-68.59","9931.41","-0.69","-0.34","-0.34","0.59","-2.54","-5","29.63","27","5","86.92","0.87","85.95","86.92","-0.79","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"24","fbt_reclaim10","8","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim10.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\024_fbt_reclaim10_continuous_2015_2020_m1.ini","fbt_reclaim10_continuous_2015_2020_m1","profiles\fbt_reclaim10.set","89909074635E46A700FFCD5A2197F92825906504EB8B5251DCC84E25BA20F0A9","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_reclaim10_continuous_2015_2020_m1.htm","10000","2191","5.9986","-237.21","9762.79","-2.37","-0.4","-0.4","0.49","-3.29","-5","27.78","72","10","239.81","2.4","237.21","239.81","-0.99","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"25","fbt_reclaim25","9","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim25.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\025_fbt_reclaim25_older_2015_2018_m1.ini","fbt_reclaim25_older_2015_2018_m1","profiles\fbt_reclaim25.set","FF35C3D720DCB116B4D4592424CAC43F45F990076AD49200CBAFFA2BDA0CC903","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_reclaim25_older_2015_2018_m1.htm","10000","1460","3.9973","1.96","10001.96","0.02","0","0","1.05","0.24","0.2","50","8","2","24.96","0.25","23.58","24.96","0.08","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"26","fbt_reclaim25","9","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim25.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\026_fbt_reclaim25_discovery_2019_2020_m1.ini","fbt_reclaim25_discovery_2019_2020_m1","profiles\fbt_reclaim25.set","FF35C3D720DCB116B4D4592424CAC43F45F990076AD49200CBAFFA2BDA0CC903","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_reclaim25_discovery_2019_2020_m1.htm","10000","730","1.9986","-32.11","9967.89","-0.32","-0.16","-0.16","0.27","-5.35","-1.42","16.67","6","4","37.51","0.37","34.45","37.51","-0.86","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"27","fbt_reclaim25","9","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_reclaim25.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\027_fbt_reclaim25_continuous_2015_2020_m1.ini","fbt_reclaim25_continuous_2015_2020_m1","profiles\fbt_reclaim25.set","FF35C3D720DCB116B4D4592424CAC43F45F990076AD49200CBAFFA2BDA0CC903","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_reclaim25_continuous_2015_2020_m1.htm","10000","2191","5.9986","-30.15","9969.85","-0.3","-0.05","-0.05","0.63","-2.15","-5","35.71","14","4","57.07","0.57","55.69","57.07","-0.53","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"28","fbt_break_strict","10","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_break_strict.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\028_fbt_break_strict_older_2015_2018_m1.ini","fbt_break_strict_older_2015_2018_m1","profiles\fbt_break_strict.set","4CE8948E910C72B5157261B2FA1E01D04C0651C38182F8E4B337A8C033C13A2A","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_break_strict_older_2015_2018_m1.htm","10000","1460","3.9973","-62.11","9937.89","-0.62","-0.16","-0.16","0.59","-2.59","-5","33.33","24","8","92.37","0.92","85.87","92.37","-0.67","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"29","fbt_break_strict","10","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_break_strict.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\029_fbt_break_strict_discovery_2019_2020_m1.ini","fbt_break_strict_discovery_2019_2020_m1","profiles\fbt_break_strict.set","4CE8948E910C72B5157261B2FA1E01D04C0651C38182F8E4B337A8C033C13A2A","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_break_strict_discovery_2019_2020_m1.htm","10000","730","1.9986","-41.59","9958.41","-0.42","-0.21","-0.21","0.6","-2.31","-5","33.33","18","6","56.08","0.56","52.08","56.08","-0.74","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"30","fbt_break_strict","10","independent_m15_failed_breakout_trap","1","discovery_model1","fbt_break_strict.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\030_fbt_break_strict_continuous_2015_2020_m1.ini","fbt_break_strict_continuous_2015_2020_m1","profiles\fbt_break_strict.set","4CE8948E910C72B5157261B2FA1E01D04C0651C38182F8E4B337A8C033C13A2A","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\fbt_break_strict_continuous_2015_2020_m1.htm","10000","2191","5.9986","-104.54","9895.46","-1.05","-0.17","-0.18","0.59","-2.55","-5","31.71","41","8","110.89","1.11","104.54","110.89","-0.94","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
