"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","BaseProfileSha256","SignalTimeframe","AdaptiveEnabled","VolatilityTimeframe","VolatilityATRPeriod","BaselineBars","MinimumScale","MaximumScale","StopRule"
"11","avp_bounds85_115","4","adaptive_volatility_portfolio","1","discovery_model1","avp_bounds85_115.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\011_avp_bounds85_115_discovery_2019_2020_m1.ini","avp_bounds85_115_discovery_2019_2020_m1","profiles\avp_bounds85_115.set","C04DE71AA3E18ABF2E2CDFFF6B38F60BACB74112D117EE26DBAB827469CC7D75","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","126","0.85","1.15","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"12","avp_bounds85_115","4","adaptive_volatility_portfolio","1","discovery_model1","avp_bounds85_115.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\012_avp_bounds85_115_continuous_2015_2020_m1.ini","avp_bounds85_115_continuous_2015_2020_m1","profiles\avp_bounds85_115.set","C04DE71AA3E18ABF2E2CDFFF6B38F60BACB74112D117EE26DBAB827469CC7D75","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","126","0.85","1.15","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"13","avp_baseline63","5","adaptive_volatility_portfolio","1","discovery_model1","avp_baseline63.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\013_avp_baseline63_older_2015_2018_m1.ini","avp_baseline63_older_2015_2018_m1","profiles\avp_baseline63.set","DFA0084849B644251ABA10B724EE0673796FBCC87897EBB59DBF9269CA5677C1","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","63","0.75","1.25","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"14","avp_baseline63","5","adaptive_volatility_portfolio","1","discovery_model1","avp_baseline63.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\014_avp_baseline63_discovery_2019_2020_m1.ini","avp_baseline63_discovery_2019_2020_m1","profiles\avp_baseline63.set","DFA0084849B644251ABA10B724EE0673796FBCC87897EBB59DBF9269CA5677C1","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","63","0.75","1.25","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"15","avp_baseline63","5","adaptive_volatility_portfolio","1","discovery_model1","avp_baseline63.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\015_avp_baseline63_continuous_2015_2020_m1.ini","avp_baseline63_continuous_2015_2020_m1","profiles\avp_baseline63.set","DFA0084849B644251ABA10B724EE0673796FBCC87897EBB59DBF9269CA5677C1","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","63","0.75","1.25","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"16","avp_baseline252","6","adaptive_volatility_portfolio","1","discovery_model1","avp_baseline252.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\016_avp_baseline252_older_2015_2018_m1.ini","avp_baseline252_older_2015_2018_m1","profiles\avp_baseline252.set","1A0212E5DE920378828816F494B0B8F723031426285C7A8A199B518A1BF056D7","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","252","0.75","1.25","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"17","avp_baseline252","6","adaptive_volatility_portfolio","1","discovery_model1","avp_baseline252.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\017_avp_baseline252_discovery_2019_2020_m1.ini","avp_baseline252_discovery_2019_2020_m1","profiles\avp_baseline252.set","1A0212E5DE920378828816F494B0B8F723031426285C7A8A199B518A1BF056D7","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","252","0.75","1.25","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"18","avp_baseline252","6","adaptive_volatility_portfolio","1","discovery_model1","avp_baseline252.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\018_avp_baseline252_continuous_2015_2020_m1.ini","avp_baseline252_continuous_2015_2020_m1","profiles\avp_baseline252.set","1A0212E5DE920378828816F494B0B8F723031426285C7A8A199B518A1BF056D7","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","252","0.75","1.25","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"19","avp_downside_only","7","adaptive_volatility_portfolio","1","discovery_model1","avp_downside_only.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\019_avp_downside_only_older_2015_2018_m1.ini","avp_downside_only_older_2015_2018_m1","profiles\avp_downside_only.set","3B59E16040026B83721802D32E4AC0D44F449D4CD0604EE442443F81634CAE8B","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","126","0.75","1.00","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"20","avp_downside_only","7","adaptive_volatility_portfolio","1","discovery_model1","avp_downside_only.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\020_avp_downside_only_discovery_2019_2020_m1.ini","avp_downside_only_discovery_2019_2020_m1","profiles\avp_downside_only.set","3B59E16040026B83721802D32E4AC0D44F449D4CD0604EE442443F81634CAE8B","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","126","0.75","1.00","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"21","avp_downside_only","7","adaptive_volatility_portfolio","1","discovery_model1","avp_downside_only.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\021_avp_downside_only_continuous_2015_2020_m1.ini","avp_downside_only_continuous_2015_2020_m1","profiles\avp_downside_only.set","3B59E16040026B83721802D32E4AC0D44F449D4CD0604EE442443F81634CAE8B","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","126","0.75","1.00","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"22","avp_upside_only","8","adaptive_volatility_portfolio","1","discovery_model1","avp_upside_only.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\022_avp_upside_only_older_2015_2018_m1.ini","avp_upside_only_older_2015_2018_m1","profiles\avp_upside_only.set","1CAD3733DF5329B971CB59D1D40F406E71DBDF936FBC1D3B28C829B311F7612F","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","126","1.00","1.25","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"23","avp_upside_only","8","adaptive_volatility_portfolio","1","discovery_model1","avp_upside_only.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\023_avp_upside_only_discovery_2019_2020_m1.ini","avp_upside_only_discovery_2019_2020_m1","profiles\avp_upside_only.set","1CAD3733DF5329B971CB59D1D40F406E71DBDF936FBC1D3B28C829B311F7612F","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","126","1.00","1.25","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
"24","avp_upside_only","8","adaptive_volatility_portfolio","1","discovery_model1","avp_upside_only.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\024_avp_upside_only_continuous_2015_2020_m1.ini","avp_upside_only_continuous_2015_2020_m1","profiles\avp_upside_only.set","1CAD3733DF5329B971CB59D1D40F406E71DBDF936FBC1D3B28C829B311F7612F","EE792939C2E50CED18DA0F5B2E885FB30F14ED58CA97AFB92CA553F6AC4C1229","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","20","126","1.00","1.25","Discovery only: both eras positive; continuous PF >= 1.35, trades >= 180, DD <= 5%; at least 5% control-relative net or return/DD improvement under the frozen quality tolerances; one adjacent adaptive pass."
