"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","SignalTimeframe","LeadLookback","CorrelationLookback","MinimumCorrelation","MinimumXAGImpulseATR","MinimumXAGLeadGapATR","MinimumAlignedXAUMoveATR","MaximumXAUExtensionATR","FastEMA","SlowEMA","RequireFastEMASlope","PullbackToleranceATR","RequirePriorRangeReclaim","TakeProfitR","StopRule"
"11","xmll_xag125","6","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_xag125.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\011_xmll_xag125_older_2015_2017_m1.ini","xmll_xag125_older_2015_2017_m1","profiles\xmll_xag125.set","83105C3C15E703D80C9878E943C879B13CE98AB6F8150EBD821D95DA306AA79D","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.25","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"12","xmll_xag125","6","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_xag125.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\012_xmll_xag125_discovery_2018_2020_m1.ini","xmll_xag125_discovery_2018_2020_m1","profiles\xmll_xag125.set","83105C3C15E703D80C9878E943C879B13CE98AB6F8150EBD821D95DA306AA79D","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.25","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"13","xmll_gap020","7","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_gap020.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\013_xmll_gap020_older_2015_2017_m1.ini","xmll_gap020_older_2015_2017_m1","profiles\xmll_gap020.set","6709F6F591D4DE924E9580FACD5069BABC999AE117687943F93B470CB6C93F36","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.20","-0.10","0.75","20","50","true","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"14","xmll_gap020","7","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_gap020.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\014_xmll_gap020_discovery_2018_2020_m1.ini","xmll_gap020_discovery_2018_2020_m1","profiles\xmll_gap020.set","6709F6F591D4DE924E9580FACD5069BABC999AE117687943F93B470CB6C93F36","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.20","-0.10","0.75","20","50","true","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"15","xmll_gap050","8","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_gap050.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\015_xmll_gap050_older_2015_2017_m1.ini","xmll_gap050_older_2015_2017_m1","profiles\xmll_gap050.set","D68812771B200043973BF88FA20CD0C8BED4CCC4C4CC8CC3F5F07499EEC8B36E","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.50","-0.10","0.75","20","50","true","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"16","xmll_gap050","8","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_gap050.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\016_xmll_gap050_discovery_2018_2020_m1.ini","xmll_gap050_discovery_2018_2020_m1","profiles\xmll_gap050.set","D68812771B200043973BF88FA20CD0C8BED4CCC4C4CC8CC3F5F07499EEC8B36E","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.50","-0.10","0.75","20","50","true","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"17","xmll_xaumax050","9","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_xaumax050.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\017_xmll_xaumax050_older_2015_2017_m1.ini","xmll_xaumax050_older_2015_2017_m1","profiles\xmll_xaumax050.set","A8CE86FE00EEB0B4846C253429C52D7B5DAAB799F285403F1F4D382CA3004E45","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.50","20","50","true","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"18","xmll_xaumax050","9","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_xaumax050.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\018_xmll_xaumax050_discovery_2018_2020_m1.ini","xmll_xaumax050_discovery_2018_2020_m1","profiles\xmll_xaumax050.set","A8CE86FE00EEB0B4846C253429C52D7B5DAAB799F285403F1F4D382CA3004E45","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.50","20","50","true","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"19","xmll_xaumax100","10","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_xaumax100.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\019_xmll_xaumax100_older_2015_2017_m1.ini","xmll_xaumax100_older_2015_2017_m1","profiles\xmll_xaumax100.set","B7718A9654EB2637E83B77AB0786B333B104BC8351BCCE9DB6D8989414964C80","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","1.00","20","50","true","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"20","xmll_xaumax100","10","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_xaumax100.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\020_xmll_xaumax100_discovery_2018_2020_m1.ini","xmll_xaumax100_discovery_2018_2020_m1","profiles\xmll_xaumax100.set","B7718A9654EB2637E83B77AB0786B333B104BC8351BCCE9DB6D8989414964C80","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","1.00","20","50","true","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"21","xmll_tol000","11","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_tol000.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\021_xmll_tol000_older_2015_2017_m1.ini","xmll_tol000_older_2015_2017_m1","profiles\xmll_tol000.set","48665D760AFAE2902D74E09F061F71910A1A2E47352997465E3A0F57012C8B8F","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.00","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"22","xmll_tol000","11","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_tol000.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\022_xmll_tol000_discovery_2018_2020_m1.ini","xmll_tol000_discovery_2018_2020_m1","profiles\xmll_tol000.set","48665D760AFAE2902D74E09F061F71910A1A2E47352997465E3A0F57012C8B8F","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.00","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"23","xmll_tol020","12","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_tol020.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\023_xmll_tol020_older_2015_2017_m1.ini","xmll_tol020_older_2015_2017_m1","profiles\xmll_tol020.set","202AD3EF914B7298CE3FE95FF977EE9589FE921775373B147FC518C1D90309AA","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.20","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"24","xmll_tol020","12","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_tol020.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\024_xmll_tol020_discovery_2018_2020_m1.ini","xmll_tol020_discovery_2018_2020_m1","profiles\xmll_tol020.set","202AD3EF914B7298CE3FE95FF977EE9589FE921775373B147FC518C1D90309AA","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.20","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"25","xmll_no_slope","13","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_no_slope.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\025_xmll_no_slope_older_2015_2017_m1.ini","xmll_no_slope_older_2015_2017_m1","profiles\xmll_no_slope.set","7F99386F63249B6241FAB30A5DF32D89ED83DAB024A01E93B85141C137E20501","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","false","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"26","xmll_no_slope","13","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_no_slope.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\026_xmll_no_slope_discovery_2018_2020_m1.ini","xmll_no_slope_discovery_2018_2020_m1","profiles\xmll_no_slope.set","7F99386F63249B6241FAB30A5DF32D89ED83DAB024A01E93B85141C137E20501","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","false","0.10","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"27","xmll_no_range","14","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_no_range.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\027_xmll_no_range_older_2015_2017_m1.ini","xmll_no_range_older_2015_2017_m1","profiles\xmll_no_range.set","F103BCCF0172A0F26B0ADD31E6BFDD96D1701B222263DC9C6C79493C8AE837A6","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","false","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"28","xmll_no_range","14","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_no_range.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\028_xmll_no_range_discovery_2018_2020_m1.ini","xmll_no_range_discovery_2018_2020_m1","profiles\xmll_no_range.set","F103BCCF0172A0F26B0ADD31E6BFDD96D1701B222263DC9C6C79493C8AE837A6","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","false","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"29","xmll_tp125","15","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_tp125.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\029_xmll_tp125_older_2015_2017_m1.ini","xmll_tp125_older_2015_2017_m1","profiles\xmll_tp125.set","060AD11551E02DA6E2C2A077782D06AFF11791ADCD03E8AA367F24C61140A808","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.25","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"30","xmll_tp125","15","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_tp125.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\030_xmll_tp125_discovery_2018_2020_m1.ini","xmll_tp125_discovery_2018_2020_m1","profiles\xmll_tp125.set","060AD11551E02DA6E2C2A077782D06AFF11791ADCD03E8AA367F24C61140A808","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.25","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"31","xmll_tp200","16","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_tp200.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\031_xmll_tp200_older_2015_2017_m1.ini","xmll_tp200_older_2015_2017_m1","profiles\xmll_tp200.set","92187CC3D0853FD1A3827263C53A23FBA3C46B02F64FB72116409E8F5D5A38CD","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","2.00","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"32","xmll_tp200","16","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_tp200.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\032_xmll_tp200_discovery_2018_2020_m1.ini","xmll_tp200_discovery_2018_2020_m1","profiles\xmll_tp200.set","92187CC3D0853FD1A3827263C53A23FBA3C46B02F64FB72116409E8F5D5A38CD","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","8","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","2.00","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
