"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","tpg_rv050_mo015","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","recent_2023_2026","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\011_tpg_rv050_mo015_recent_2023_2026_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\011_tpg_rv050_mo015_recent_2023_2026_m1.ini","tpg_rv050_mo015_recent_2023_2026_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv050_mo015_recent_2023_2026_m1","0CAD5E1925B848BFC9DBCA462EDBA42975EEE90718344B8BFF3828E04FD40295","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"12","tpg_rv050_mo015","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","continuous_2015_2026","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\012_tpg_rv050_mo015_continuous_2015_2026_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\012_tpg_rv050_mo015_continuous_2015_2026_m1.ini","tpg_rv050_mo015_continuous_2015_2026_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv050_mo015_continuous_2015_2026_m1","0CAD5E1925B848BFC9DBCA462EDBA42975EEE90718344B8BFF3828E04FD40295","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"13","tpg_rv055_mo010","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","older_2015_2018","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\013_tpg_rv055_mo010_older_2015_2018_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\013_tpg_rv055_mo010_older_2015_2018_m1.ini","tpg_rv055_mo010_older_2015_2018_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv055_mo010_older_2015_2018_m1","09E6C51390B18D95F78ECD8EB5386C73B787C32985068F02122F9012473F3F13","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"14","tpg_rv055_mo010","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","middle_2019_2022","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\014_tpg_rv055_mo010_middle_2019_2022_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\014_tpg_rv055_mo010_middle_2019_2022_m1.ini","tpg_rv055_mo010_middle_2019_2022_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv055_mo010_middle_2019_2022_m1","09E6C51390B18D95F78ECD8EB5386C73B787C32985068F02122F9012473F3F13","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"15","tpg_rv055_mo010","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","recent_2023_2026","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\015_tpg_rv055_mo010_recent_2023_2026_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\015_tpg_rv055_mo010_recent_2023_2026_m1.ini","tpg_rv055_mo010_recent_2023_2026_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv055_mo010_recent_2023_2026_m1","09E6C51390B18D95F78ECD8EB5386C73B787C32985068F02122F9012473F3F13","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"16","tpg_rv055_mo010","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","continuous_2015_2026","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\016_tpg_rv055_mo010_continuous_2015_2026_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\016_tpg_rv055_mo010_continuous_2015_2026_m1.ini","tpg_rv055_mo010_continuous_2015_2026_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv055_mo010_continuous_2015_2026_m1","09E6C51390B18D95F78ECD8EB5386C73B787C32985068F02122F9012473F3F13","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"17","tpg_rv055_mo015","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","older_2015_2018","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\017_tpg_rv055_mo015_older_2015_2018_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\017_tpg_rv055_mo015_older_2015_2018_m1.ini","tpg_rv055_mo015_older_2015_2018_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv055_mo015_older_2015_2018_m1","FE230D7059A4E91AE9392FD2B2D276410129BD295DC4F7F2895E3E24E7106558","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"18","tpg_rv055_mo015","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","middle_2019_2022","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\018_tpg_rv055_mo015_middle_2019_2022_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\018_tpg_rv055_mo015_middle_2019_2022_m1.ini","tpg_rv055_mo015_middle_2019_2022_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv055_mo015_middle_2019_2022_m1","FE230D7059A4E91AE9392FD2B2D276410129BD295DC4F7F2895E3E24E7106558","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"19","tpg_rv055_mo015","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","recent_2023_2026","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\019_tpg_rv055_mo015_recent_2023_2026_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\019_tpg_rv055_mo015_recent_2023_2026_m1.ini","tpg_rv055_mo015_recent_2023_2026_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv055_mo015_recent_2023_2026_m1","FE230D7059A4E91AE9392FD2B2D276410129BD295DC4F7F2895E3E24E7106558","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"20","tpg_rv055_mo015","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","continuous_2015_2026","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\020_tpg_rv055_mo015_continuous_2015_2026_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\020_tpg_rv055_mo015_continuous_2015_2026_m1.ini","tpg_rv055_mo015_continuous_2015_2026_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv055_mo015_continuous_2015_2026_m1","FE230D7059A4E91AE9392FD2B2D276410129BD295DC4F7F2895E3E24E7106558","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"21","tpg_rv060_mo010","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","older_2015_2018","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\021_tpg_rv060_mo010_older_2015_2018_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\021_tpg_rv060_mo010_older_2015_2018_m1.ini","tpg_rv060_mo010_older_2015_2018_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv060_mo010_older_2015_2018_m1","30A2A386B6E2EBBA7DFC8AA0E803191C6A61C0F17E7CDCB2435CA351274F365D","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"22","tpg_rv060_mo010","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","middle_2019_2022","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\022_tpg_rv060_mo010_middle_2019_2022_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\022_tpg_rv060_mo010_middle_2019_2022_m1.ini","tpg_rv060_mo010_middle_2019_2022_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv060_mo010_middle_2019_2022_m1","30A2A386B6E2EBBA7DFC8AA0E803191C6A61C0F17E7CDCB2435CA351274F365D","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"23","tpg_rv060_mo010","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","recent_2023_2026","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\023_tpg_rv060_mo010_recent_2023_2026_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\023_tpg_rv060_mo010_recent_2023_2026_m1.ini","tpg_rv060_mo010_recent_2023_2026_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv060_mo010_recent_2023_2026_m1","30A2A386B6E2EBBA7DFC8AA0E803191C6A61C0F17E7CDCB2435CA351274F365D","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"24","tpg_rv060_mo010","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","continuous_2015_2026","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\024_tpg_rv060_mo010_continuous_2015_2026_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\024_tpg_rv060_mo010_continuous_2015_2026_m1.ini","tpg_rv060_mo010_continuous_2015_2026_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv060_mo010_continuous_2015_2026_m1","30A2A386B6E2EBBA7DFC8AA0E803191C6A61C0F17E7CDCB2435CA351274F365D","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"25","tpg_rv060_mo015","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","older_2015_2018","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\025_tpg_rv060_mo015_older_2015_2018_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\025_tpg_rv060_mo015_older_2015_2018_m1.ini","tpg_rv060_mo015_older_2015_2018_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv060_mo015_older_2015_2018_m1","5438D7BF0E29E9AD857176196F9D94555D610217D57B72C23700269BE00103DC","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"26","tpg_rv060_mo015","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","middle_2019_2022","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\026_tpg_rv060_mo015_middle_2019_2022_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\026_tpg_rv060_mo015_middle_2019_2022_m1.ini","tpg_rv060_mo015_middle_2019_2022_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv060_mo015_middle_2019_2022_m1","5438D7BF0E29E9AD857176196F9D94555D610217D57B72C23700269BE00103DC","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"27","tpg_rv060_mo015","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","recent_2023_2026","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\027_tpg_rv060_mo015_recent_2023_2026_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\027_tpg_rv060_mo015_recent_2023_2026_m1.ini","tpg_rv060_mo015_recent_2023_2026_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv060_mo015_recent_2023_2026_m1","5438D7BF0E29E9AD857176196F9D94555D610217D57B72C23700269BE00103DC","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
"28","tpg_rv060_mo015","growth_discovery_model1","Transferable two-lane growth allocation discovery Model1","continuous_2015_2026","1","10000","outputs\transferable_portfolio_growth_discovery_model1_package\configs\028_tpg_rv060_mo015_continuous_2015_2026_m1.ini","outputs\transferable_portfolio_growth_discovery_model1_package\configs\028_tpg_rv060_mo015_continuous_2015_2026_m1.ini","tpg_rv060_mo015_continuous_2015_2026_m1","outputs\transferable_portfolio_growth_discovery_model1_package\reports_here\tpg_rv060_mo015_continuous_2015_2026_m1","5438D7BF0E29E9AD857176196F9D94555D610217D57B72C23700269BE00103DC","Require every broad era positive, continuous net at least 15% above the same-source control, PF at least 1.50, at least 330 trades, DD at or below 4%, recovery at least 4, and at least one adjacent passing growth allocation before Model4."
