"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","m15dvc_adx16","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\011_m15dvc_adx16_discovery_2019_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\011_m15dvc_adx16_discovery_2019_2020_m1.ini","m15dvc_adx16_discovery_2019_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_adx16_discovery_2019_2020_m1","CD46B34CE58A99C1E1534A01F61AE02EADD3E1C9AC1BD7CEA52C75C7581B0201","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"12","m15dvc_adx16","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\012_m15dvc_adx16_continuous_2015_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\012_m15dvc_adx16_continuous_2015_2020_m1.ini","m15dvc_adx16_continuous_2015_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_adx16_continuous_2015_2020_m1","CD46B34CE58A99C1E1534A01F61AE02EADD3E1C9AC1BD7CEA52C75C7581B0201","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"13","m15dvc_adx20","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\013_m15dvc_adx20_older_2015_2018_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\013_m15dvc_adx20_older_2015_2018_m1.ini","m15dvc_adx20_older_2015_2018_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_adx20_older_2015_2018_m1","8EFB5CA605CE96285A15BE40FB695D8444C71FADB164D213FF370B43C1B98657","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"14","m15dvc_adx20","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\014_m15dvc_adx20_discovery_2019_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\014_m15dvc_adx20_discovery_2019_2020_m1.ini","m15dvc_adx20_discovery_2019_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_adx20_discovery_2019_2020_m1","8EFB5CA605CE96285A15BE40FB695D8444C71FADB164D213FF370B43C1B98657","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"15","m15dvc_adx20","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\015_m15dvc_adx20_continuous_2015_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\015_m15dvc_adx20_continuous_2015_2020_m1.ini","m15dvc_adx20_continuous_2015_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_adx20_continuous_2015_2020_m1","8EFB5CA605CE96285A15BE40FB695D8444C71FADB164D213FF370B43C1B98657","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"16","m15dvc_adx22","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\016_m15dvc_adx22_older_2015_2018_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\016_m15dvc_adx22_older_2015_2018_m1.ini","m15dvc_adx22_older_2015_2018_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_adx22_older_2015_2018_m1","DF6BD7664BA1F6D84E02F4C1B326409B3A49677690EAF3A1CD546F2A66D8FEED","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"17","m15dvc_adx22","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\017_m15dvc_adx22_discovery_2019_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\017_m15dvc_adx22_discovery_2019_2020_m1.ini","m15dvc_adx22_discovery_2019_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_adx22_discovery_2019_2020_m1","DF6BD7664BA1F6D84E02F4C1B326409B3A49677690EAF3A1CD546F2A66D8FEED","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"18","m15dvc_adx22","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\018_m15dvc_adx22_continuous_2015_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\018_m15dvc_adx22_continuous_2015_2020_m1.ini","m15dvc_adx22_continuous_2015_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_adx22_continuous_2015_2020_m1","DF6BD7664BA1F6D84E02F4C1B326409B3A49677690EAF3A1CD546F2A66D8FEED","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"19","m15dvc_tp150","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\019_m15dvc_tp150_older_2015_2018_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\019_m15dvc_tp150_older_2015_2018_m1.ini","m15dvc_tp150_older_2015_2018_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_tp150_older_2015_2018_m1","3B8278002C5B899D55A95A27B1FCE1248220BEF04156A4F1C236690D904020DC","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"20","m15dvc_tp150","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\020_m15dvc_tp150_discovery_2019_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\020_m15dvc_tp150_discovery_2019_2020_m1.ini","m15dvc_tp150_discovery_2019_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_tp150_discovery_2019_2020_m1","3B8278002C5B899D55A95A27B1FCE1248220BEF04156A4F1C236690D904020DC","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"21","m15dvc_tp150","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\021_m15dvc_tp150_continuous_2015_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\021_m15dvc_tp150_continuous_2015_2020_m1.ini","m15dvc_tp150_continuous_2015_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_tp150_continuous_2015_2020_m1","3B8278002C5B899D55A95A27B1FCE1248220BEF04156A4F1C236690D904020DC","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"22","m15dvc_tp250","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\022_m15dvc_tp250_older_2015_2018_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\022_m15dvc_tp250_older_2015_2018_m1.ini","m15dvc_tp250_older_2015_2018_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_tp250_older_2015_2018_m1","37DBAEAEBFE0E000432C061BBB17FCDEA766097A8C4352023BCBDCCDC514115F","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"23","m15dvc_tp250","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\023_m15dvc_tp250_discovery_2019_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\023_m15dvc_tp250_discovery_2019_2020_m1.ini","m15dvc_tp250_discovery_2019_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_tp250_discovery_2019_2020_m1","37DBAEAEBFE0E000432C061BBB17FCDEA766097A8C4352023BCBDCCDC514115F","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"24","m15dvc_tp250","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\024_m15dvc_tp250_continuous_2015_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\024_m15dvc_tp250_continuous_2015_2020_m1.ini","m15dvc_tp250_continuous_2015_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_tp250_continuous_2015_2020_m1","37DBAEAEBFE0E000432C061BBB17FCDEA766097A8C4352023BCBDCCDC514115F","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"25","m15dvc_body45","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\025_m15dvc_body45_older_2015_2018_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\025_m15dvc_body45_older_2015_2018_m1.ini","m15dvc_body45_older_2015_2018_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_body45_older_2015_2018_m1","5F99A32B4A73441CBD2748C78855F4D40969DB6A11221B83F2935F1F7DA22D22","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"26","m15dvc_body45","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\026_m15dvc_body45_discovery_2019_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\026_m15dvc_body45_discovery_2019_2020_m1.ini","m15dvc_body45_discovery_2019_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_body45_discovery_2019_2020_m1","5F99A32B4A73441CBD2748C78855F4D40969DB6A11221B83F2935F1F7DA22D22","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"27","m15dvc_body45","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\027_m15dvc_body45_continuous_2015_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\027_m15dvc_body45_continuous_2015_2020_m1.ini","m15dvc_body45_continuous_2015_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_body45_continuous_2015_2020_m1","5F99A32B4A73441CBD2748C78855F4D40969DB6A11221B83F2935F1F7DA22D22","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"28","m15dvc_touch_only","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\028_m15dvc_touch_only_older_2015_2018_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\028_m15dvc_touch_only_older_2015_2018_m1.ini","m15dvc_touch_only_older_2015_2018_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_touch_only_older_2015_2018_m1","802B14C6E457A562D17ABB740F1B95151663BF5E5A24E37AC7127FBD06F43FB9","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"29","m15dvc_touch_only","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\029_m15dvc_touch_only_discovery_2019_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\029_m15dvc_touch_only_discovery_2019_2020_m1.ini","m15dvc_touch_only_discovery_2019_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_touch_only_discovery_2019_2020_m1","802B14C6E457A562D17ABB740F1B95151663BF5E5A24E37AC7127FBD06F43FB9","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"30","m15dvc_touch_only","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\030_m15dvc_touch_only_continuous_2015_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\030_m15dvc_touch_only_continuous_2015_2020_m1.ini","m15dvc_touch_only_continuous_2015_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_touch_only_continuous_2015_2020_m1","802B14C6E457A562D17ABB740F1B95151663BF5E5A24E37AC7127FBD06F43FB9","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"31","m15dvc_volume105","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\031_m15dvc_volume105_older_2015_2018_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\031_m15dvc_volume105_older_2015_2018_m1.ini","m15dvc_volume105_older_2015_2018_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_volume105_older_2015_2018_m1","D863528B5C3179040A65CB72DE9244FB64D2702B1A9F6F6D9062AE59FAE5F725","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"32","m15dvc_volume105","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\032_m15dvc_volume105_discovery_2019_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\032_m15dvc_volume105_discovery_2019_2020_m1.ini","m15dvc_volume105_discovery_2019_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_volume105_discovery_2019_2020_m1","D863528B5C3179040A65CB72DE9244FB64D2702B1A9F6F6D9062AE59FAE5F725","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"33","m15dvc_volume105","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\033_m15dvc_volume105_continuous_2015_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\033_m15dvc_volume105_continuous_2015_2020_m1.ini","m15dvc_volume105_continuous_2015_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_volume105_continuous_2015_2020_m1","D863528B5C3179040A65CB72DE9244FB64D2702B1A9F6F6D9062AE59FAE5F725","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"34","m15dvc_session7_17","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\034_m15dvc_session7_17_older_2015_2018_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\034_m15dvc_session7_17_older_2015_2018_m1.ini","m15dvc_session7_17_older_2015_2018_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_session7_17_older_2015_2018_m1","DEDB886A7D7A1507A7E1186A1F09821C634DE3CB7E76D644754BE746041E0E3D","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
"35","m15dvc_session7_17","discovery_model1","Independent M15 daily-VWAP continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\035_m15dvc_session7_17_discovery_2019_2020_m1.ini","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\configs\035_m15dvc_session7_17_discovery_2019_2020_m1.ini","m15dvc_session7_17_discovery_2019_2020_m1","outputs\independent_m15_daily_vwap_continuation_discovery_model1_package\reports_here\m15dvc_session7_17_discovery_2019_2020_m1","DEDB886A7D7A1507A7E1186A1F09821C634DE3CB7E76D644754BE746041E0E3D","Discovery only: require both disjoint eras positive, continuous PF at least 1.30, at least 120 continuous trades, DD at or below 3%, and support from at least two adjacent VWAP/pullback/ADX/payoff shapes before opening 2021-2026."
