"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","ri2_m12_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","discovery_2019_2020","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\011_ri2_m12_r30_discovery_2019_2020_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\011_ri2_m12_r30_discovery_2019_2020_m1.ini","ri2_m12_r30_discovery_2019_2020_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r30_discovery_2019_2020_m1","E2D3CEB1412B8E1C735114CCBC22BE781A85C75077A73238ECAF6922FD659B11","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"12","ri2_m12_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","continuous_2015_2020","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\012_ri2_m12_r30_continuous_2015_2020_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\012_ri2_m12_r30_continuous_2015_2020_m1.ini","ri2_m12_r30_continuous_2015_2020_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r30_continuous_2015_2020_m1","E2D3CEB1412B8E1C735114CCBC22BE781A85C75077A73238ECAF6922FD659B11","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"13","ri2_m12_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2015","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\013_ri2_m12_r30_year_2015_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\013_ri2_m12_r30_year_2015_m1.ini","ri2_m12_r30_year_2015_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r30_year_2015_m1","E2D3CEB1412B8E1C735114CCBC22BE781A85C75077A73238ECAF6922FD659B11","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"14","ri2_m12_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2016","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\014_ri2_m12_r30_year_2016_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\014_ri2_m12_r30_year_2016_m1.ini","ri2_m12_r30_year_2016_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r30_year_2016_m1","E2D3CEB1412B8E1C735114CCBC22BE781A85C75077A73238ECAF6922FD659B11","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"15","ri2_m12_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2017","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\015_ri2_m12_r30_year_2017_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\015_ri2_m12_r30_year_2017_m1.ini","ri2_m12_r30_year_2017_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r30_year_2017_m1","E2D3CEB1412B8E1C735114CCBC22BE781A85C75077A73238ECAF6922FD659B11","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"16","ri2_m12_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2018","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\016_ri2_m12_r30_year_2018_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\016_ri2_m12_r30_year_2018_m1.ini","ri2_m12_r30_year_2018_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r30_year_2018_m1","E2D3CEB1412B8E1C735114CCBC22BE781A85C75077A73238ECAF6922FD659B11","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"17","ri2_m12_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2019","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\017_ri2_m12_r30_year_2019_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\017_ri2_m12_r30_year_2019_m1.ini","ri2_m12_r30_year_2019_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r30_year_2019_m1","E2D3CEB1412B8E1C735114CCBC22BE781A85C75077A73238ECAF6922FD659B11","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"18","ri2_m12_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2020","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\018_ri2_m12_r30_year_2020_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\018_ri2_m12_r30_year_2020_m1.ini","ri2_m12_r30_year_2020_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r30_year_2020_m1","E2D3CEB1412B8E1C735114CCBC22BE781A85C75077A73238ECAF6922FD659B11","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"19","ri2_m12_r40","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","older_2015_2018","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\019_ri2_m12_r40_older_2015_2018_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\019_ri2_m12_r40_older_2015_2018_m1.ini","ri2_m12_r40_older_2015_2018_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r40_older_2015_2018_m1","8E5CBED06AA98136F09299DB1E5DF7FA2193B7BA97B56714F77829C5D9C273B2","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"20","ri2_m12_r40","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","discovery_2019_2020","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\020_ri2_m12_r40_discovery_2019_2020_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\020_ri2_m12_r40_discovery_2019_2020_m1.ini","ri2_m12_r40_discovery_2019_2020_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r40_discovery_2019_2020_m1","8E5CBED06AA98136F09299DB1E5DF7FA2193B7BA97B56714F77829C5D9C273B2","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"21","ri2_m12_r40","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","continuous_2015_2020","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\021_ri2_m12_r40_continuous_2015_2020_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\021_ri2_m12_r40_continuous_2015_2020_m1.ini","ri2_m12_r40_continuous_2015_2020_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r40_continuous_2015_2020_m1","8E5CBED06AA98136F09299DB1E5DF7FA2193B7BA97B56714F77829C5D9C273B2","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"22","ri2_m12_r40","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2015","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\022_ri2_m12_r40_year_2015_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\022_ri2_m12_r40_year_2015_m1.ini","ri2_m12_r40_year_2015_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r40_year_2015_m1","8E5CBED06AA98136F09299DB1E5DF7FA2193B7BA97B56714F77829C5D9C273B2","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"23","ri2_m12_r40","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2016","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\023_ri2_m12_r40_year_2016_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\023_ri2_m12_r40_year_2016_m1.ini","ri2_m12_r40_year_2016_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r40_year_2016_m1","8E5CBED06AA98136F09299DB1E5DF7FA2193B7BA97B56714F77829C5D9C273B2","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"24","ri2_m12_r40","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2017","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\024_ri2_m12_r40_year_2017_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\024_ri2_m12_r40_year_2017_m1.ini","ri2_m12_r40_year_2017_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r40_year_2017_m1","8E5CBED06AA98136F09299DB1E5DF7FA2193B7BA97B56714F77829C5D9C273B2","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"25","ri2_m12_r40","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2018","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\025_ri2_m12_r40_year_2018_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\025_ri2_m12_r40_year_2018_m1.ini","ri2_m12_r40_year_2018_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r40_year_2018_m1","8E5CBED06AA98136F09299DB1E5DF7FA2193B7BA97B56714F77829C5D9C273B2","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"26","ri2_m12_r40","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2019","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\026_ri2_m12_r40_year_2019_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\026_ri2_m12_r40_year_2019_m1.ini","ri2_m12_r40_year_2019_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r40_year_2019_m1","8E5CBED06AA98136F09299DB1E5DF7FA2193B7BA97B56714F77829C5D9C273B2","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"27","ri2_m12_r40","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2020","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\027_ri2_m12_r40_year_2020_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\027_ri2_m12_r40_year_2020_m1.ini","ri2_m12_r40_year_2020_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m12_r40_year_2020_m1","8E5CBED06AA98136F09299DB1E5DF7FA2193B7BA97B56714F77829C5D9C273B2","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"28","ri2_m10_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","older_2015_2018","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\028_ri2_m10_r30_older_2015_2018_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\028_ri2_m10_r30_older_2015_2018_m1.ini","ri2_m10_r30_older_2015_2018_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m10_r30_older_2015_2018_m1","BBDB7A23DFB402B0AF6E8583328D10652691F8FBAD7702EB1552B5C3FF283D76","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"29","ri2_m10_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","discovery_2019_2020","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\029_ri2_m10_r30_discovery_2019_2020_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\029_ri2_m10_r30_discovery_2019_2020_m1.ini","ri2_m10_r30_discovery_2019_2020_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m10_r30_discovery_2019_2020_m1","BBDB7A23DFB402B0AF6E8583328D10652691F8FBAD7702EB1552B5C3FF283D76","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"30","ri2_m10_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","continuous_2015_2020","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\030_ri2_m10_r30_continuous_2015_2020_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\030_ri2_m10_r30_continuous_2015_2020_m1.ini","ri2_m10_r30_continuous_2015_2020_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m10_r30_continuous_2015_2020_m1","BBDB7A23DFB402B0AF6E8583328D10652691F8FBAD7702EB1552B5C3FF283D76","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"31","ri2_m10_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2015","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\031_ri2_m10_r30_year_2015_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\031_ri2_m10_r30_year_2015_m1.ini","ri2_m10_r30_year_2015_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m10_r30_year_2015_m1","BBDB7A23DFB402B0AF6E8583328D10652691F8FBAD7702EB1552B5C3FF283D76","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"32","ri2_m10_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2016","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\032_ri2_m10_r30_year_2016_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\032_ri2_m10_r30_year_2016_m1.ini","ri2_m10_r30_year_2016_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m10_r30_year_2016_m1","BBDB7A23DFB402B0AF6E8583328D10652691F8FBAD7702EB1552B5C3FF283D76","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"33","ri2_m10_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2017","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\033_ri2_m10_r30_year_2017_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\033_ri2_m10_r30_year_2017_m1.ini","ri2_m10_r30_year_2017_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m10_r30_year_2017_m1","BBDB7A23DFB402B0AF6E8583328D10652691F8FBAD7702EB1552B5C3FF283D76","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"34","ri2_m10_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2018","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\034_ri2_m10_r30_year_2018_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\034_ri2_m10_r30_year_2018_m1.ini","ri2_m10_r30_year_2018_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m10_r30_year_2018_m1","BBDB7A23DFB402B0AF6E8583328D10652691F8FBAD7702EB1552B5C3FF283D76","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"35","ri2_m10_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2019","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\035_ri2_m10_r30_year_2019_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\035_ri2_m10_r30_year_2019_m1.ini","ri2_m10_r30_year_2019_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m10_r30_year_2019_m1","BBDB7A23DFB402B0AF6E8583328D10652691F8FBAD7702EB1552B5C3FF283D76","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"36","ri2_m10_r30","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","year_2020","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\036_ri2_m10_r30_year_2020_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\036_ri2_m10_r30_year_2020_m1.ini","ri2_m10_r30_year_2020_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m10_r30_year_2020_m1","BBDB7A23DFB402B0AF6E8583328D10652691F8FBAD7702EB1552B5C3FF283D76","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"37","ri2_m10_r40","corrected_discovery_model1","Corrected reversion independent scheduling discovery Model1","older_2015_2018","1","10000","outputs\reversion_independent_v2_discovery_model1_package\configs\037_ri2_m10_r40_older_2015_2018_m1.ini","outputs\reversion_independent_v2_discovery_model1_package\configs\037_ri2_m10_r40_older_2015_2018_m1.ini","ri2_m10_r40_older_2015_2018_m1","outputs\reversion_independent_v2_discovery_model1_package\reports_here\ri2_m10_r40_older_2015_2018_m1","DA06FD4DBDEE426994A4147B8A6DDF6AFC886634E66B924E827950259C5514A7","Corrected discovery only through 2020: require exact control compatibility, each candidate broad-era net at least control, no active annual result worse than control, continuous net above control, PF at least 3.00, DD at or below 1.00%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
