"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","Role","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","BaseProfileSha256","Thesis","Overrides","StopRule"
"11","re_may140","11","range_elite_risk_shape_probe","11","phase4_range_elite_risk_shape_model4","re_may140.set","2025_full","profit_control","2025.01.01","2025.12.31","4","configs\011_re_may140_2025_full_m4.ini","re_risk_re_may140_2025_m4","profiles\re_may140.set","1948F644F0547FE1314F965F9F05BDF24D5293DDE4BA0F91E2DCCD919F73B582","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Keep a smaller May opportunity boost without letting May dominate account risk.","InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"12","re_may140","12","range_elite_risk_shape_probe","12","phase4_range_elite_risk_shape_model4","re_may140.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","4","configs\012_re_may140_2026_ytd_m4.ini","re_risk_re_may140_2026ytd_m4","profiles\re_may140.set","1948F644F0547FE1314F965F9F05BDF24D5293DDE4BA0F91E2DCCD919F73B582","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Keep a smaller May opportunity boost without letting May dominate account risk.","InpMayRiskMultiplier=1.40","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"13","re_dgf_late16_pure","13","range_elite_risk_shape_probe","13","phase4_range_elite_risk_shape_model4","re_dgf_late16_pure.set","2019_full","red_year","2019.01.01","2019.12.31","4","configs\013_re_dgf_late16_pure_2019_full_m4.ini","re_risk_re_dgf_late16_pure_2019_m4","profiles\re_dgf_late16_pure.set","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block pure diagnostic-fallback entries at or after hour 16 while keeping stronger confirmed setups.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"14","re_dgf_late16_pure","14","range_elite_risk_shape_probe","14","phase4_range_elite_risk_shape_model4","re_dgf_late16_pure.set","2021_full","red_year","2021.01.01","2021.12.31","4","configs\014_re_dgf_late16_pure_2021_full_m4.ini","re_risk_re_dgf_late16_pure_2021_m4","profiles\re_dgf_late16_pure.set","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block pure diagnostic-fallback entries at or after hour 16 while keeping stronger confirmed setups.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"15","re_dgf_late16_pure","15","range_elite_risk_shape_probe","15","phase4_range_elite_risk_shape_model4","re_dgf_late16_pure.set","2023_full","red_year","2023.01.01","2023.12.31","4","configs\015_re_dgf_late16_pure_2023_full_m4.ini","re_risk_re_dgf_late16_pure_2023_m4","profiles\re_dgf_late16_pure.set","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block pure diagnostic-fallback entries at or after hour 16 while keeping stronger confirmed setups.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"16","re_dgf_late16_pure","16","range_elite_risk_shape_probe","16","phase4_range_elite_risk_shape_model4","re_dgf_late16_pure.set","2024_full","profit_control","2024.01.01","2024.12.31","4","configs\016_re_dgf_late16_pure_2024_full_m4.ini","re_risk_re_dgf_late16_pure_2024_m4","profiles\re_dgf_late16_pure.set","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block pure diagnostic-fallback entries at or after hour 16 while keeping stronger confirmed setups.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"17","re_dgf_late16_pure","17","range_elite_risk_shape_probe","17","phase4_range_elite_risk_shape_model4","re_dgf_late16_pure.set","2025_full","profit_control","2025.01.01","2025.12.31","4","configs\017_re_dgf_late16_pure_2025_full_m4.ini","re_risk_re_dgf_late16_pure_2025_m4","profiles\re_dgf_late16_pure.set","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block pure diagnostic-fallback entries at or after hour 16 while keeping stronger confirmed setups.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"18","re_dgf_late16_pure","18","range_elite_risk_shape_probe","18","phase4_range_elite_risk_shape_model4","re_dgf_late16_pure.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","4","configs\018_re_dgf_late16_pure_2026_ytd_m4.ini","re_risk_re_dgf_late16_pure_2026ytd_m4","profiles\re_dgf_late16_pure.set","DA523E413B3BB00E35AE3BBEC584ED9019C9147CBAA4B94DFDF94A3280EA9DF5","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Block pure diagnostic-fallback entries at or after hour 16 while keeping stronger confirmed setups.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"19","re_dgf_late15_pure","19","range_elite_risk_shape_probe","19","phase4_range_elite_risk_shape_model4","re_dgf_late15_pure.set","2019_full","red_year","2019.01.01","2019.12.31","4","configs\019_re_dgf_late15_pure_2019_full_m4.ini","re_risk_re_dgf_late15_pure_2019_m4","profiles\re_dgf_late15_pure.set","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Stricter pure diagnostic-fallback late-session guard starting at hour 15.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"20","re_dgf_late15_pure","20","range_elite_risk_shape_probe","20","phase4_range_elite_risk_shape_model4","re_dgf_late15_pure.set","2021_full","red_year","2021.01.01","2021.12.31","4","configs\020_re_dgf_late15_pure_2021_full_m4.ini","re_risk_re_dgf_late15_pure_2021_m4","profiles\re_dgf_late15_pure.set","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Stricter pure diagnostic-fallback late-session guard starting at hour 15.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"21","re_dgf_late15_pure","21","range_elite_risk_shape_probe","21","phase4_range_elite_risk_shape_model4","re_dgf_late15_pure.set","2023_full","red_year","2023.01.01","2023.12.31","4","configs\021_re_dgf_late15_pure_2023_full_m4.ini","re_risk_re_dgf_late15_pure_2023_m4","profiles\re_dgf_late15_pure.set","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Stricter pure diagnostic-fallback late-session guard starting at hour 15.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"22","re_dgf_late15_pure","22","range_elite_risk_shape_probe","22","phase4_range_elite_risk_shape_model4","re_dgf_late15_pure.set","2024_full","profit_control","2024.01.01","2024.12.31","4","configs\022_re_dgf_late15_pure_2024_full_m4.ini","re_risk_re_dgf_late15_pure_2024_m4","profiles\re_dgf_late15_pure.set","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Stricter pure diagnostic-fallback late-session guard starting at hour 15.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"23","re_dgf_late15_pure","23","range_elite_risk_shape_probe","23","phase4_range_elite_risk_shape_model4","re_dgf_late15_pure.set","2025_full","profit_control","2025.01.01","2025.12.31","4","configs\023_re_dgf_late15_pure_2025_full_m4.ini","re_risk_re_dgf_late15_pure_2025_m4","profiles\re_dgf_late15_pure.set","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Stricter pure diagnostic-fallback late-session guard starting at hour 15.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"24","re_dgf_late15_pure","24","range_elite_risk_shape_probe","24","phase4_range_elite_risk_shape_model4","re_dgf_late15_pure.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","4","configs\024_re_dgf_late15_pure_2026_ytd_m4.ini","re_risk_re_dgf_late15_pure_2026ytd_m4","profiles\re_dgf_late15_pure.set","909186F6D810B0AA3A511F6FD54DDD9DBCED9F12C0049247001A9A9C3068248E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Stricter pure diagnostic-fallback late-session guard starting at hour 15.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"25","re_may140_late16_pure","25","range_elite_risk_shape_probe","25","phase4_range_elite_risk_shape_model4","re_may140_late16_pure.set","2019_full","red_year","2019.01.01","2019.12.31","4","configs\025_re_may140_late16_pure_2019_full_m4.ini","re_risk_re_may140_late16_pure_2019_m4","profiles\re_may140_late16_pure.set","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the hour-16 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"26","re_may140_late16_pure","26","range_elite_risk_shape_probe","26","phase4_range_elite_risk_shape_model4","re_may140_late16_pure.set","2021_full","red_year","2021.01.01","2021.12.31","4","configs\026_re_may140_late16_pure_2021_full_m4.ini","re_risk_re_may140_late16_pure_2021_m4","profiles\re_may140_late16_pure.set","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the hour-16 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"27","re_may140_late16_pure","27","range_elite_risk_shape_probe","27","phase4_range_elite_risk_shape_model4","re_may140_late16_pure.set","2023_full","red_year","2023.01.01","2023.12.31","4","configs\027_re_may140_late16_pure_2023_full_m4.ini","re_risk_re_may140_late16_pure_2023_m4","profiles\re_may140_late16_pure.set","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the hour-16 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"28","re_may140_late16_pure","28","range_elite_risk_shape_probe","28","phase4_range_elite_risk_shape_model4","re_may140_late16_pure.set","2024_full","profit_control","2024.01.01","2024.12.31","4","configs\028_re_may140_late16_pure_2024_full_m4.ini","re_risk_re_may140_late16_pure_2024_m4","profiles\re_may140_late16_pure.set","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the hour-16 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"29","re_may140_late16_pure","29","range_elite_risk_shape_probe","29","phase4_range_elite_risk_shape_model4","re_may140_late16_pure.set","2025_full","profit_control","2025.01.01","2025.12.31","4","configs\029_re_may140_late16_pure_2025_full_m4.ini","re_risk_re_may140_late16_pure_2025_m4","profiles\re_may140_late16_pure.set","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the hour-16 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"30","re_may140_late16_pure","30","range_elite_risk_shape_probe","30","phase4_range_elite_risk_shape_model4","re_may140_late16_pure.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","4","configs\030_re_may140_late16_pure_2026_ytd_m4.ini","re_risk_re_may140_late16_pure_2026ytd_m4","profiles\re_may140_late16_pure.set","0F89DE463F24F64D41083E7D32043D11482A418408E8E444256B29B439C0C69C","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine smaller May risk with the hour-16 pure diagnostic-fallback guard.","InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=16;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackLateSessionGuard=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
