"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","sip_impulse40","discovery_model1","Independent M15 session impulse-pullback discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\011_sip_impulse40_discovery_2019_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\011_sip_impulse40_discovery_2019_2020_m1.ini","sip_impulse40_discovery_2019_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_impulse40_discovery_2019_2020_m1","B6FC40AFF943FFF4610C3FB95BA0F2CD416F4E07FE48A9D2551B70F9C95B2F11","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"12","sip_impulse40","discovery_model1","Independent M15 session impulse-pullback discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\012_sip_impulse40_continuous_2015_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\012_sip_impulse40_continuous_2015_2020_m1.ini","sip_impulse40_continuous_2015_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_impulse40_continuous_2015_2020_m1","B6FC40AFF943FFF4610C3FB95BA0F2CD416F4E07FE48A9D2551B70F9C95B2F11","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"13","sip_impulse80","discovery_model1","Independent M15 session impulse-pullback discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\013_sip_impulse80_older_2015_2018_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\013_sip_impulse80_older_2015_2018_m1.ini","sip_impulse80_older_2015_2018_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_impulse80_older_2015_2018_m1","5F2DF08E98EDA46C4FDC1B077A5285FF3CD6E2123188851B3270C15124425D53","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"14","sip_impulse80","discovery_model1","Independent M15 session impulse-pullback discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\014_sip_impulse80_discovery_2019_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\014_sip_impulse80_discovery_2019_2020_m1.ini","sip_impulse80_discovery_2019_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_impulse80_discovery_2019_2020_m1","5F2DF08E98EDA46C4FDC1B077A5285FF3CD6E2123188851B3270C15124425D53","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"15","sip_impulse80","discovery_model1","Independent M15 session impulse-pullback discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\015_sip_impulse80_continuous_2015_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\015_sip_impulse80_continuous_2015_2020_m1.ini","sip_impulse80_continuous_2015_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_impulse80_continuous_2015_2020_m1","5F2DF08E98EDA46C4FDC1B077A5285FF3CD6E2123188851B3270C15124425D53","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"16","sip_eff35","discovery_model1","Independent M15 session impulse-pullback discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\016_sip_eff35_older_2015_2018_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\016_sip_eff35_older_2015_2018_m1.ini","sip_eff35_older_2015_2018_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_eff35_older_2015_2018_m1","9CA6CBDAA004F9D60CCBD38A310708F2C4E36BF9CFAAF08461FE061BADFF8C4C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"17","sip_eff35","discovery_model1","Independent M15 session impulse-pullback discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\017_sip_eff35_discovery_2019_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\017_sip_eff35_discovery_2019_2020_m1.ini","sip_eff35_discovery_2019_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_eff35_discovery_2019_2020_m1","9CA6CBDAA004F9D60CCBD38A310708F2C4E36BF9CFAAF08461FE061BADFF8C4C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"18","sip_eff35","discovery_model1","Independent M15 session impulse-pullback discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\018_sip_eff35_continuous_2015_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\018_sip_eff35_continuous_2015_2020_m1.ini","sip_eff35_continuous_2015_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_eff35_continuous_2015_2020_m1","9CA6CBDAA004F9D60CCBD38A310708F2C4E36BF9CFAAF08461FE061BADFF8C4C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"19","sip_eff55","discovery_model1","Independent M15 session impulse-pullback discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\019_sip_eff55_older_2015_2018_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\019_sip_eff55_older_2015_2018_m1.ini","sip_eff55_older_2015_2018_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_eff55_older_2015_2018_m1","74151FDF3DBD60EA28812D7887604E9F069323A34F615EF527793E1B07F38C1A","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"20","sip_eff55","discovery_model1","Independent M15 session impulse-pullback discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\020_sip_eff55_discovery_2019_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\020_sip_eff55_discovery_2019_2020_m1.ini","sip_eff55_discovery_2019_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_eff55_discovery_2019_2020_m1","74151FDF3DBD60EA28812D7887604E9F069323A34F615EF527793E1B07F38C1A","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"21","sip_eff55","discovery_model1","Independent M15 session impulse-pullback discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\021_sip_eff55_continuous_2015_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\021_sip_eff55_continuous_2015_2020_m1.ini","sip_eff55_continuous_2015_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_eff55_continuous_2015_2020_m1","74151FDF3DBD60EA28812D7887604E9F069323A34F615EF527793E1B07F38C1A","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"22","sip_dir45","discovery_model1","Independent M15 session impulse-pullback discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\022_sip_dir45_older_2015_2018_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\022_sip_dir45_older_2015_2018_m1.ini","sip_dir45_older_2015_2018_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_dir45_older_2015_2018_m1","9EA27019D464AEA40CFB1DE45D59B1940900CD12A608E7670D7359BF394CDFF8","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"23","sip_dir45","discovery_model1","Independent M15 session impulse-pullback discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\023_sip_dir45_discovery_2019_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\023_sip_dir45_discovery_2019_2020_m1.ini","sip_dir45_discovery_2019_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_dir45_discovery_2019_2020_m1","9EA27019D464AEA40CFB1DE45D59B1940900CD12A608E7670D7359BF394CDFF8","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"24","sip_dir45","discovery_model1","Independent M15 session impulse-pullback discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\024_sip_dir45_continuous_2015_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\024_sip_dir45_continuous_2015_2020_m1.ini","sip_dir45_continuous_2015_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_dir45_continuous_2015_2020_m1","9EA27019D464AEA40CFB1DE45D59B1940900CD12A608E7670D7359BF394CDFF8","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"25","sip_dir65","discovery_model1","Independent M15 session impulse-pullback discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\025_sip_dir65_older_2015_2018_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\025_sip_dir65_older_2015_2018_m1.ini","sip_dir65_older_2015_2018_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_dir65_older_2015_2018_m1","01E65165553E112E006A1B741875484F5975996818AF398898C4EDD40DB5FA36","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"26","sip_dir65","discovery_model1","Independent M15 session impulse-pullback discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\026_sip_dir65_discovery_2019_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\026_sip_dir65_discovery_2019_2020_m1.ini","sip_dir65_discovery_2019_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_dir65_discovery_2019_2020_m1","01E65165553E112E006A1B741875484F5975996818AF398898C4EDD40DB5FA36","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"27","sip_dir65","discovery_model1","Independent M15 session impulse-pullback discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\027_sip_dir65_continuous_2015_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\027_sip_dir65_continuous_2015_2020_m1.ini","sip_dir65_continuous_2015_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_dir65_continuous_2015_2020_m1","01E65165553E112E006A1B741875484F5975996818AF398898C4EDD40DB5FA36","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"28","sip_minret10","discovery_model1","Independent M15 session impulse-pullback discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\028_sip_minret10_older_2015_2018_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\028_sip_minret10_older_2015_2018_m1.ini","sip_minret10_older_2015_2018_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_minret10_older_2015_2018_m1","75F18FF1B61CDDD99568AE4A2E2C33349C6FAAF4251E4D499C5DC078DDBBCACA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"29","sip_minret10","discovery_model1","Independent M15 session impulse-pullback discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\029_sip_minret10_discovery_2019_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\029_sip_minret10_discovery_2019_2020_m1.ini","sip_minret10_discovery_2019_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_minret10_discovery_2019_2020_m1","75F18FF1B61CDDD99568AE4A2E2C33349C6FAAF4251E4D499C5DC078DDBBCACA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"30","sip_minret10","discovery_model1","Independent M15 session impulse-pullback discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\030_sip_minret10_continuous_2015_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\030_sip_minret10_continuous_2015_2020_m1.ini","sip_minret10_continuous_2015_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_minret10_continuous_2015_2020_m1","75F18FF1B61CDDD99568AE4A2E2C33349C6FAAF4251E4D499C5DC078DDBBCACA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"31","sip_minret30","discovery_model1","Independent M15 session impulse-pullback discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\031_sip_minret30_older_2015_2018_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\031_sip_minret30_older_2015_2018_m1.ini","sip_minret30_older_2015_2018_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_minret30_older_2015_2018_m1","B2C7811879385A571A57100C4DFCCAF301A522020B40B7ED93890F92BBC44BCB","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"32","sip_minret30","discovery_model1","Independent M15 session impulse-pullback discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\032_sip_minret30_discovery_2019_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\032_sip_minret30_discovery_2019_2020_m1.ini","sip_minret30_discovery_2019_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_minret30_discovery_2019_2020_m1","B2C7811879385A571A57100C4DFCCAF301A522020B40B7ED93890F92BBC44BCB","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"33","sip_minret30","discovery_model1","Independent M15 session impulse-pullback discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\033_sip_minret30_continuous_2015_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\033_sip_minret30_continuous_2015_2020_m1.ini","sip_minret30_continuous_2015_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_minret30_continuous_2015_2020_m1","B2C7811879385A571A57100C4DFCCAF301A522020B40B7ED93890F92BBC44BCB","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"34","sip_maxret45","discovery_model1","Independent M15 session impulse-pullback discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\034_sip_maxret45_older_2015_2018_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\034_sip_maxret45_older_2015_2018_m1.ini","sip_maxret45_older_2015_2018_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_maxret45_older_2015_2018_m1","9CD0BB91D491842CE665E41694EB547C46A3C2A6043C4D402F56608DB87B78FA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"35","sip_maxret45","discovery_model1","Independent M15 session impulse-pullback discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\035_sip_maxret45_discovery_2019_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\035_sip_maxret45_discovery_2019_2020_m1.ini","sip_maxret45_discovery_2019_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_maxret45_discovery_2019_2020_m1","9CD0BB91D491842CE665E41694EB547C46A3C2A6043C4D402F56608DB87B78FA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"36","sip_maxret45","discovery_model1","Independent M15 session impulse-pullback discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\036_sip_maxret45_continuous_2015_2020_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\036_sip_maxret45_continuous_2015_2020_m1.ini","sip_maxret45_continuous_2015_2020_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_maxret45_continuous_2015_2020_m1","9CD0BB91D491842CE665E41694EB547C46A3C2A6043C4D402F56608DB87B78FA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"37","sip_maxret75","discovery_model1","Independent M15 session impulse-pullback discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\037_sip_maxret75_older_2015_2018_m1.ini","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\configs\037_sip_maxret75_older_2015_2018_m1.ini","sip_maxret75_older_2015_2018_m1","outputs\independent_m15_session_impulse_pullback_discovery_model1_package\reports_here\sip_maxret75_older_2015_2018_m1","90ACC76E527B2EC890241E401E4D8635832686D4617DDD2EC646A62F3C2C1375","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
