"QueueRank","Candidate","CandidateRank","SourceType","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","BaseProfileSha256","PhaseEnabled","PhaseTimeframe","LookbackBars","RangeEfficiency","TrendEfficiency","HostileRiskScale","StopRule","Status","ReportPath","ReportSha256","ReportSourceIdentityPass","ReportDisposition","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"11","mpp_scale25","4","market_phase_portfolio","discovery_model1","mpp_scale25.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\011_mpp_scale25_discovery_2019_2020_m1.ini","mpp_scale25_discovery_2019_2020_m1","profiles\mpp_scale25.set","4AEF59465725150588EF9DF4C2549FAC305F06A177B0D3C1F4A3C0F94AD59131","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","24","0.20","0.45","0.25","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_scale25_discovery_2019_2020_m1.htm","5C2C475EDCB75C0297E13268240D473B99E933D29E5E094F66B44E8FB31279AC","True","FIRST_VALID_EXPORT","10000","730","1.9986","-154.07","9845.93","-1.54","-0.77","-0.77","0.72","-2.8","-3.39","36.36","55","6","323.26","3.19","304.59","323.26","-0.4766"
"12","mpp_scale25","4","market_phase_portfolio","discovery_model1","mpp_scale25.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\012_mpp_scale25_continuous_2015_2020_m1.ini","mpp_scale25_continuous_2015_2020_m1","profiles\mpp_scale25.set","4AEF59465725150588EF9DF4C2549FAC305F06A177B0D3C1F4A3C0F94AD59131","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","24","0.20","0.45","0.25","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_scale25_continuous_2015_2020_m1.htm","38EEF50033A41D5A492A88578A3C17C6ED7F31B8ACC9D6D13ED10EBDD1E6275B","True","FIRST_VALID_EXPORT","10000","2191","5.9986","454.9","10454.9","4.55","0.76","0.74","1.33","2.5","3.31","42.31","182","6","314.5","2.93","295.83","314.5","1.4464"
"13","mpp_lookback12","5","market_phase_portfolio","discovery_model1","mpp_lookback12.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\013_mpp_lookback12_older_2015_2018_m1.ini","mpp_lookback12_older_2015_2018_m1","profiles\mpp_lookback12.set","DDC769041F987DB2CE36D8B587C2385FCFB1964F6566DFFDC34331E32E3A7469","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","12","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_lookback12_older_2015_2018_m1.htm","9B16067DD19BB56026ED1A4B8A0A69E1816B6D697162C0008D2912BE3882D7FA","True","FIRST_VALID_EXPORT","10000","1460","3.9973","832.12","10832.12","8.32","2.08","2.02","1.91","5.47","7.48","46.05","152","5","105.51","1.01","75.68","105.51","7.8866"
"14","mpp_lookback12","5","market_phase_portfolio","discovery_model1","mpp_lookback12.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\014_mpp_lookback12_discovery_2019_2020_m1.ini","mpp_lookback12_discovery_2019_2020_m1","profiles\mpp_lookback12.set","DDC769041F987DB2CE36D8B587C2385FCFB1964F6566DFFDC34331E32E3A7469","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","12","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_lookback12_discovery_2019_2020_m1.htm","5DDE4F5BCF0EC711441F78402B61D1BA3BDA598A37254024BC69DF1B3326B22A","True","FIRST_VALID_EXPORT","10000","730","1.9986","-61.36","9938.64","-0.61","-0.31","-0.31","0.9","-0.9","-1.26","38.24","68","6","284.71","2.8","246.08","284.71","-0.2155"
"15","mpp_lookback12","5","market_phase_portfolio","discovery_model1","mpp_lookback12.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\015_mpp_lookback12_continuous_2015_2020_m1.ini","mpp_lookback12_continuous_2015_2020_m1","profiles\mpp_lookback12.set","DDC769041F987DB2CE36D8B587C2385FCFB1964F6566DFFDC34331E32E3A7469","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","12","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_lookback12_continuous_2015_2020_m1.htm","EFEA8617F86F47A538C571C8D8E5D95A365468080934BF76F57E72CFA3BCC674","True","FIRST_VALID_EXPORT","10000","2191","5.9986","747.49","10747.49","7.47","1.25","1.21","1.48","3.34","4.62","43.3","224","7","283.31","2.58","244.68","283.31","2.6384"
"16","mpp_lookback48","6","market_phase_portfolio","discovery_model1","mpp_lookback48.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\016_mpp_lookback48_older_2015_2018_m1.ini","mpp_lookback48_older_2015_2018_m1","profiles\mpp_lookback48.set","0DFCB8E6EB867E0568E61892245FBAA943AE145ECBC508C4556366A0A7819356","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","48","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_lookback48_older_2015_2018_m1.htm","EF5D864A7D6B7504EB8C7FAD823449B476758A3729F744C4C500398FB32C5F44","True","REPRODUCED_AFTER_IDENTITY_RETRY","10000","1460","3.9973","667.92","10667.92","6.68","1.67","1.63","1.96","4.48","7.05","46.31","149","5","97.19","0.94","68.33","97.19","6.8723"
"17","mpp_lookback48","6","market_phase_portfolio","discovery_model1","mpp_lookback48.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\017_mpp_lookback48_discovery_2019_2020_m1.ini","mpp_lookback48_discovery_2019_2020_m1","profiles\mpp_lookback48.set","0DFCB8E6EB867E0568E61892245FBAA943AE145ECBC508C4556366A0A7819356","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","48","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_lookback48_discovery_2019_2020_m1.htm","D0D84EADFC5D99FD77171E73C84AD6FFECCAD7246590ACC71EECB391F04ACF39","True","FIRST_VALID_EXPORT","10000","730","1.9986","-99.58","9900.42","-1","-0.5","-0.5","0.81","-1.66","-2.03","36.67","60","7","266.38","2.62","249.22","266.38","-0.3738"
"18","mpp_lookback48","6","market_phase_portfolio","discovery_model1","mpp_lookback48.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\018_mpp_lookback48_continuous_2015_2020_m1.ini","mpp_lookback48_continuous_2015_2020_m1","profiles\mpp_lookback48.set","0DFCB8E6EB867E0568E61892245FBAA943AE145ECBC508C4556366A0A7819356","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","48","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_lookback48_continuous_2015_2020_m1.htm","6383AD3269A5EB2BD81B6A06FA5E5D2330C075B89473272D9C602E1287F043D2","True","FIRST_VALID_EXPORT","10000","2191","5.9986","551.93","10551.93","5.52","0.92","0.9","1.44","2.6","3.78","43.4","212","8","256.83","2.38","239.67","256.83","2.149"
"19","mpp_narrow","7","market_phase_portfolio","discovery_model1","mpp_narrow.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\019_mpp_narrow_older_2015_2018_m1.ini","mpp_narrow_older_2015_2018_m1","profiles\mpp_narrow.set","805205153A0EC4F837C0FE80C615F5178849EF01C960D6FB7E403EBBD7D57170","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","24","0.25","0.40","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_narrow_older_2015_2018_m1.htm","65C89BD80E3D183D02FB49CA9C5E983622C0E3BE4E6C11A63F1533260F2A182B","True","FIRST_VALID_EXPORT","10000","1460","3.9973","713.35","10713.35","7.13","1.78","1.74","1.94","4.79","7.2","46.31","149","5","91.1","0.88","59.88","91.1","7.8304"
"20","mpp_narrow","7","market_phase_portfolio","discovery_model1","mpp_narrow.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\020_mpp_narrow_discovery_2019_2020_m1.ini","mpp_narrow_discovery_2019_2020_m1","profiles\mpp_narrow.set","805205153A0EC4F837C0FE80C615F5178849EF01C960D6FB7E403EBBD7D57170","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","24","0.25","0.40","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_narrow_discovery_2019_2020_m1.htm","3B5AA6978BF7B400B2385CDB211D8828B4D8AD24D4BABDAA07EA9D2B9DCADE38","True","FIRST_VALID_EXPORT","10000","730","1.9986","-121.57","9878.43","-1.22","-0.61","-0.61","0.78","-1.9","-2.37","37.5","64","5","299.44","2.95","279.98","299.44","-0.406"
"21","mpp_narrow","7","market_phase_portfolio","discovery_model1","mpp_narrow.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\021_mpp_narrow_continuous_2015_2020_m1.ini","mpp_narrow_continuous_2015_2020_m1","profiles\mpp_narrow.set","805205153A0EC4F837C0FE80C615F5178849EF01C960D6FB7E403EBBD7D57170","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","24","0.25","0.40","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_narrow_continuous_2015_2020_m1.htm","0C74E0292253DEB6EC9634FF285D0A385AED3804F55A53E5C2CBB3E62F51C155","True","FIRST_VALID_EXPORT","10000","2191","5.9986","592.13","10592.13","5.92","0.99","0.96","1.44","2.77","3.9","43.93","214","6","280.04","2.58","260.58","280.04","2.1144"
"22","mpp_wide","8","market_phase_portfolio","discovery_model1","mpp_wide.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\022_mpp_wide_older_2015_2018_m1.ini","mpp_wide_older_2015_2018_m1","profiles\mpp_wide.set","D8D475FAA5CF064BAEA59F37F1D7F3A679EC15833A31A971BB7E80FB75CD1A7E","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","24","0.15","0.50","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_wide_older_2015_2018_m1.htm","595516DF0BA92F666373B1C0A13F39341D4A077B7A8E78251717D9866A9833AE","True","FIRST_VALID_EXPORT","10000","1460","3.9973","749.37","10749.37","7.49","1.87","1.82","1.89","5","7.09","46","150","5","101.96","0.98","66.88","101.96","7.3496"
"23","mpp_wide","8","market_phase_portfolio","discovery_model1","mpp_wide.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\023_mpp_wide_discovery_2019_2020_m1.ini","mpp_wide_discovery_2019_2020_m1","profiles\mpp_wide.set","D8D475FAA5CF064BAEA59F37F1D7F3A679EC15833A31A971BB7E80FB75CD1A7E","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","true","16385","24","0.15","0.50","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass.","PARSED","outputs\market_phase_portfolio_discovery_model1_package\reports_here\mpp_wide_discovery_2019_2020_m1.htm","6F1E4972430B3841D538DA89E7EADC092C14A1F20E68E581ABDCFF3DC0921AF8","True","FIRST_VALID_EXPORT","10000","730","1.9986","-98.83","9901.17","-0.99","-0.49","-0.5","0.84","-1.43","-1.83","37.68","69","6","305.09","3","286.27","305.09","-0.3239"
