"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","BaseProfileSha256","SignalTimeframe","PhaseEnabled","PhaseTimeframe","LookbackBars","RangeEfficiency","TrendEfficiency","HostileRiskScale","StopRule"
"11","mpp_scale25","4","market_phase_portfolio","1","discovery_model1","mpp_scale25.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\011_mpp_scale25_discovery_2019_2020_m1.ini","mpp_scale25_discovery_2019_2020_m1","profiles\mpp_scale25.set","4AEF59465725150588EF9DF4C2549FAC305F06A177B0D3C1F4A3C0F94AD59131","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","24","0.20","0.45","0.25","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"12","mpp_scale25","4","market_phase_portfolio","1","discovery_model1","mpp_scale25.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\012_mpp_scale25_continuous_2015_2020_m1.ini","mpp_scale25_continuous_2015_2020_m1","profiles\mpp_scale25.set","4AEF59465725150588EF9DF4C2549FAC305F06A177B0D3C1F4A3C0F94AD59131","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","24","0.20","0.45","0.25","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"13","mpp_lookback12","5","market_phase_portfolio","1","discovery_model1","mpp_lookback12.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\013_mpp_lookback12_older_2015_2018_m1.ini","mpp_lookback12_older_2015_2018_m1","profiles\mpp_lookback12.set","DDC769041F987DB2CE36D8B587C2385FCFB1964F6566DFFDC34331E32E3A7469","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","12","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"14","mpp_lookback12","5","market_phase_portfolio","1","discovery_model1","mpp_lookback12.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\014_mpp_lookback12_discovery_2019_2020_m1.ini","mpp_lookback12_discovery_2019_2020_m1","profiles\mpp_lookback12.set","DDC769041F987DB2CE36D8B587C2385FCFB1964F6566DFFDC34331E32E3A7469","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","12","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"15","mpp_lookback12","5","market_phase_portfolio","1","discovery_model1","mpp_lookback12.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\015_mpp_lookback12_continuous_2015_2020_m1.ini","mpp_lookback12_continuous_2015_2020_m1","profiles\mpp_lookback12.set","DDC769041F987DB2CE36D8B587C2385FCFB1964F6566DFFDC34331E32E3A7469","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","12","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"16","mpp_lookback48","6","market_phase_portfolio","1","discovery_model1","mpp_lookback48.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\016_mpp_lookback48_older_2015_2018_m1.ini","mpp_lookback48_older_2015_2018_m1","profiles\mpp_lookback48.set","0DFCB8E6EB867E0568E61892245FBAA943AE145ECBC508C4556366A0A7819356","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","48","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"17","mpp_lookback48","6","market_phase_portfolio","1","discovery_model1","mpp_lookback48.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\017_mpp_lookback48_discovery_2019_2020_m1.ini","mpp_lookback48_discovery_2019_2020_m1","profiles\mpp_lookback48.set","0DFCB8E6EB867E0568E61892245FBAA943AE145ECBC508C4556366A0A7819356","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","48","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"18","mpp_lookback48","6","market_phase_portfolio","1","discovery_model1","mpp_lookback48.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\018_mpp_lookback48_continuous_2015_2020_m1.ini","mpp_lookback48_continuous_2015_2020_m1","profiles\mpp_lookback48.set","0DFCB8E6EB867E0568E61892245FBAA943AE145ECBC508C4556366A0A7819356","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","48","0.20","0.45","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"19","mpp_narrow","7","market_phase_portfolio","1","discovery_model1","mpp_narrow.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\019_mpp_narrow_older_2015_2018_m1.ini","mpp_narrow_older_2015_2018_m1","profiles\mpp_narrow.set","805205153A0EC4F837C0FE80C615F5178849EF01C960D6FB7E403EBBD7D57170","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","24","0.25","0.40","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"20","mpp_narrow","7","market_phase_portfolio","1","discovery_model1","mpp_narrow.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\020_mpp_narrow_discovery_2019_2020_m1.ini","mpp_narrow_discovery_2019_2020_m1","profiles\mpp_narrow.set","805205153A0EC4F837C0FE80C615F5178849EF01C960D6FB7E403EBBD7D57170","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","24","0.25","0.40","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"21","mpp_narrow","7","market_phase_portfolio","1","discovery_model1","mpp_narrow.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\021_mpp_narrow_continuous_2015_2020_m1.ini","mpp_narrow_continuous_2015_2020_m1","profiles\mpp_narrow.set","805205153A0EC4F837C0FE80C615F5178849EF01C960D6FB7E403EBBD7D57170","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","24","0.25","0.40","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"22","mpp_wide","8","market_phase_portfolio","1","discovery_model1","mpp_wide.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\022_mpp_wide_older_2015_2018_m1.ini","mpp_wide_older_2015_2018_m1","profiles\mpp_wide.set","D8D475FAA5CF064BAEA59F37F1D7F3A679EC15833A31A971BB7E80FB75CD1A7E","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","24","0.15","0.50","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"23","mpp_wide","8","market_phase_portfolio","1","discovery_model1","mpp_wide.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\023_mpp_wide_discovery_2019_2020_m1.ini","mpp_wide_discovery_2019_2020_m1","profiles\mpp_wide.set","D8D475FAA5CF064BAEA59F37F1D7F3A679EC15833A31A971BB7E80FB75CD1A7E","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","24","0.15","0.50","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
"24","mpp_wide","8","market_phase_portfolio","1","discovery_model1","mpp_wide.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\024_mpp_wide_continuous_2015_2020_m1.ini","mpp_wide_continuous_2015_2020_m1","profiles\mpp_wide.set","D8D475FAA5CF064BAEA59F37F1D7F3A679EC15833A31A971BB7E80FB75CD1A7E","78F43A8281B213FBE82AF592F9876FBC4545BAA1DA62D61565CA0AA56375E8BF","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","16385","24","0.15","0.50","0.50","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent phase profile must pass."
